id,name,brief,desc
940003,3-Sterne Mädchen-Fragment,Mädchen beschwören,"Sammle 20 Fragmente, um ein 3-Sterne Mädchen zu beschwören."
940011,5-Sterne Geister-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um ein 5-Sterne Mädchen der Geister-Fraktion zu beschwören."
940012,5-Sterne Menschen-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um ein 5-Sterne Mädchen der Menschen-Fraktion zu beschwören."
940013,5-Sterne Monster-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um ein 5-Sterne Mädchen der Monster-Fraktion zu beschwören."
940014,5-Sterne Feen-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um ein 5-Sterne Mädchen der Feen-Fraktion zu beschwören."
940015,5-Sterne Dämonen-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um ein 5-Sterne Mädchen der Dämonen-Fraktion zu beschwören."
940016,5-Sterne Engel-Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um ein 5-Sterne Mädchen der Engel-Fraktion zu beschwören."
940021,4-Sterne Geister-Fragment,Mädchen beschwören,"Sammle 30 Fragmente, um ein 4-Sterne Mädchen der Geister-Fraktion zu beschwören."
940022,4-Sterne Menschen-Fragment,Mädchen beschwören,"Sammle 30 Fragmente, um ein 4-Sterne Mädchen der Menschen-Fraktion zu beschwören."
940023,4-Sterne Monster-Fragment,Mädchen beschwören,"Sammle 30 Fragmente, um ein 4-Sterne Mädchen der Monster-Fraktion zu beschwören."
940024,4-Sterne Feen-Fragment,Mädchen beschwören,"Sammle 30 Fragmente, um ein 4-Sterne Mädchen der Feen-Fraktion zu beschwören."
940025,4-Sterne Dämonen-Fragment,Mädchen beschwören,"Sammle 30 Fragmente, um ein 4-Sterne Mädchen der Dämonen-Fraktion zu beschwören."
940026,4-Sterne Engel-Fragment,Mädchen beschwören,"Sammle 30 Fragmente, um ein 4-Sterne Mädchen der Engel-Fraktion zu beschwören."
953001,Lilanes Antiquitätenfragment,Antiquität beschwören,"Sammle 20 Fragmente, um eine Lila Antiquität zu erhalten."
954001,Grünes Antiquitätenfragment,Antiquität beschwören,"Sammle 30 Fragmente, um eine Grüne Antiquität zu erhalten."
955001,Rotes Antiquitätenfragment,Antiquität beschwören,"Sammle 50 Fragmente, um eine Rote Antiquität zu erhalten."
955099,Exkl. Rotes Antiquitätenfragment,Antiquität beschwören,"Sammle 50 Fragmente, um eine exklusive Rote Antiquität zu erhalten."
956001,Orang. Antiquitätenfragment,Antiquität beschwören,"Sammle 50 Fragmente, um eine Orangene Antiquität zu erhalten."
956099,Exkl. orang. Antiquitätenfragment,Antiquität beschwören,"Sammle 50 Fragmente, um eine exklusive Orangene Antiquität zu erhalten."
960001,Zufälliges Haut-Fragment,Haut synthetisieren,"Sammle 10 Fragmente, um eine Haut zu synthetisieren"
1011,Ritterschwert,Waffe,
2011,Ritterrüstung,Oberkleidung,
3011,Ritterschild,Schmuck,
4011,Ritterrock,Unterkleidung,
1012,Heiliges Ritterschwert,Waffe,
2012,Heilige Ritterrüstung,Oberkleidung,
3012,Heiliges Ritterschild,Schmuck,
4012,Heiliger Ritterrock,Unterkleidung,
1021,Volleyball,Waffe,
2021,Sportshirt,Oberkleidung,
3021,Sporthaarband,Schmuck,
4021,Sporthöschen,Unterkleidung,
1022,Super Volleyball,Waffe,
2022,Super Sportshirt,Oberkleidung,
3022,Super Sporthaarband,Schmuck,
4022,Super Sporthöschen,Unterkleidung,
1031,Wasserpistole,Waffe,
2031,Strandshirt,Oberkleidung,
3031,Strandhut,Schmuck,
4031,Strandhöschen,Unterkleidung,
1032,Super Wasserpistole,Waffe,
2032,Super Strandshirt,Oberkleidung,
3032,Super Strandhut,Schmuck,
4032,Super Strandhöschen,Unterkleidung,
1033,Elite Wasserpistole,Waffe,
2033,Elite Strandshirt,Oberkleidung,
3033,Elite Strandhut,Schmuck,
4033,Elite Strandhöschen,Unterkleidung,
1041,Schulbuch,Waffe,
2041,Schuluniform,Oberkleidung,
3041,Schulfliege,Schmuck,
4041,Schulrock,Unterkleidung,
1042,Glänzendes Schulbuch,Waffe,
2042,Glänzende Schuluniform,Oberkleidung,
3042,Glänzende Schulfliege,Schmuck,
4042,Glänzender Schulrock,Unterkleidung,
1043,Möhre,Waffe,
2043,Häschenkostüm,Oberkleidung,
3043,Häschenohren,Schmuck,
4043,Häschenschuhe,Unterkleidung,
1044,Super Möhre,Waffe,
2044,Super Häschenkostüm,Oberkleidung,
3044,Super Häschenohren,Schmuck,
4044,Super Häschenschuhe,Unterkleidung,
1051,Gitarre,Waffe,
2051,Konzert-Outfit,Oberkleidung,
3051,Konzertmikrofon,Schmuck,
4051,Konzertschuhe,Unterkleidung,
1052,Dienstmädchen-Kuchen,Waffe,
2052,Dienstmädchen-Rock,Oberkleidung,
3052,Dienstmädchen-Haarband,Schmuck,
4052,Dienstmädchen-Schuhe,Unterkleidung,
1053,Abenteuerrucksack,Waffe,
2053,Abenteuerjacke,Oberkleidung,
3053,Abenteuerbrille,Schmuck,
4053,Abenteuerhöschen,Unterkleidung,
1054,Magischer Besen,Waffe,
2054,Magisches Kleid,Oberkleidung,
3054,Magischer Hut,Schmuck,
4054,Magische Schuhe,Unterkleidung,
1061,Federfächer,Waffe,
2061,Federkimono,Oberkleidung,
3061,Federkrawatte,Schmuck,
4061,Federsandalen,Unterkleidung,
1062,Klassischer Regenschirm,Waffe,
2062,Klassisches Kleid,Oberkleidung,
3062,Klassische Haarnadel,Schmuck,
4062,Klassische Schuhe,Unterkleidung,
1063,Teddybär,Waffe,
2063,Prinzessinnenkleid,Oberkleidung,
3063,Prinzessinenkrone,Schmuck,
4063,Prinzessinnenschuhe,Unterkleidung,
1064,Elektrisches Schwert,Waffe,
2064,Elektrischer Anzug,Oberkleidung,
3064,Elektrische Brille,Schmuck,
4064,Elektrische Schuhe,Unterkleidung,
1065,Dämonische Sichel,Waffe,
2065,Dämonischer Anzug,Oberkleidung,
3065,Dämonisches Haarband,Schmuck,
4065,Dämonische Stiefel,Unterkleidung,
1066,Engelsstab,Waffe,
2066,Engelsrobe,Oberkleidung,
3066,Engelshaarband,Schmuck,
4066,Engelsflügel,Unterkleidung,
1999,Spezialausrüstung1,Waffe,
2999,Spezialausrüstung2,Oberkleidung,
3999,Spezialausrüstung3,Schmuck,
4999,Spezialausrüstung4,Unterkleidung,
5101,Blauer Kristall,,
5102,Blauer Kristall,,
5103,Blauer Kristall,,
5104,Blauer Kristall,,
5105,Blauer Kristall,,
5106,Blauer Kristall,,
5107,Blauer Kristall,,
5108,Blauer Kristall,,
5109,Blauer Kristall,,
5110,Blauer Kristall,,
5111,Blauer Kristall,,
5112,Blauer Kristall,,
5113,Blauer Kristall,,
5114,Blauer Kristall,,
5115,Blauer Kristall,,
5116,Blauer Kristall,,
5201,Gelber Kristall,,
5202,Gelber Kristall,,
5203,Gelber Kristall,,
5204,Gelber Kristall,,
5205,Gelber Kristall,,
5206,Gelber Kristall,,
5207,Gelber Kristall,,
5208,Gelber Kristall,,
5209,Gelber Kristall,,
5210,Gelber Kristall,,
5211,Gelber Kristall,,
5212,Gelber Kristall,,
5213,Gelber Kristall,,
5214,Gelber Kristall,,
5215,Gelber Kristall,,
5216,Gelber Kristall,,
5301,Runenkristall,,
5302,Runenkristall,,
5303,Runenkristall,,
5304,Runenkristall,,
5305,Runenkristall,,
5306,Runenkristall,,
5307,Runenkristall,,
5308,Runenkristall,,
5309,Runenkristall,,
5310,Runenkristall,,
5311,Runenkristall,,
5312,Runenkristall,,
5313,Runenkristall,,
5314,Runenkristall,,
5315,Runenkristall,,
5316,Runenkristall,,
5317,Runenkristall,,
5318,Runenkristall,,
5319,Runenkristall,,
5320,Runenkristall,,
5321,Runenkristall,,
5322,Runenkristall,,
5323,Runenkristall,,
5324,Runenkristall,,
5401,Paradies-Kristall,,
5402,Paradies-Kristall,,
5403,Paradies-Kristall,,
5404,Paradies-Kristall,,
5405,Paradies-Kristall,,
5406,Paradies-Kristall,,
5407,Paradies-Kristall,,
5408,Paradies-Kristall,,
5409,Paradies-Kristall,,
5410,Paradies-Kristall,,
5411,Paradies-Kristall,,
5412,Paradies-Kristall,,
5413,Paradies-Kristall,,
5414,Paradies-Kristall,,
5415,Paradies-Kristall,,
5416,Paradies-Kristall,,
5417,Paradies-Kristall,,
5418,Paradies-Kristall,,
5419,Paradies-Kristall,,
5420,Paradies-Kristall,,
5421,Paradies-Kristall,,
5422,Paradies-Kristall,,
5423,Paradies-Kristall,,
5424,Paradies-Kristall,,
5501,Roter Achatkristall,,
5502,Roter Achatkristall,,
5503,Roter Achatkristall,,
5504,Roter Achatkristall,,
5505,Roter Achatkristall,,
5506,Roter Achatkristall,,
5507,Roter Achatkristall,,
5508,Roter Achatkristall,,
5509,Roter Achatkristall,,
5510,Roter Achatkristall,,
5511,Roter Achatkristall,,
5512,Roter Achatkristall,,
5513,Roter Achatkristall,,
5514,Roter Achatkristall,,
5515,Roter Achatkristall,,
5516,Roter Achatkristall,,
5517,Roter Achatkristall,,
5518,Roter Achatkristall,,
5519,Roter Achatkristall,,
5520,Roter Achatkristall,,
5521,Roter Achatkristall,,
5522,Roter Achatkristall,,
5523,Roter Achatkristall,,
5524,Roter Achatkristall,,
5525,Roter Achatkristall,,
5526,Roter Achatkristall,,
5527,Roter Achatkristall,,
5528,Roter Achatkristall,,
5529,Roter Achatkristall,,
5530,Roter Achatkristall,,
5531,Roter Achatkristall,,
5532,Roter Achatkristall,,
5533,Roter Achatkristall,,
5534,Roter Achatkristall,,
5535,Roter Achatkristall,,
5536,Roter Achatkristall,,
5537,Roter Achatkristall,,
5538,Roter Achatkristall,,
5539,Roter Achatkristall,,
5540,Roter Achatkristall,,
5541,Roter Achatkristall,,
5542,Roter Achatkristall,,
5543,Roter Achatkristall,,
5544,Roter Achatkristall,,
5545,Roter Achatkristall,,
5546,Roter Achatkristall,,
5601,Drachenjade,,
5602,Drachenjade,,
5603,Drachenjade,,
5604,Drachenjade,,
5605,Drachenjade,,
5606,Drachenjade,,
5607,Drachenjade,,
5608,Drachenjade,,
5609,Drachenjade,,
5610,Drachenjade,,
5611,Drachenjade,,
5612,Drachenjade,,
5613,Drachenjade,,
5614,Drachenjade,,
5615,Drachenjade,,
5616,Drachenjade,,
5617,Drachenjade,,
5618,Drachenjade,,
5619,Drachenjade,,
5620,Drachenjade,,
5621,Drachenjade,,
5622,Drachenjade,,
5623,Drachenjade,,
5624,Drachenjade,,
5625,Drachenjade,,
5626,Drachenjade,,
5627,Drachenjade,,
5628,Drachenjade,,
5629,Drachenjade,,
5630,Drachenjade,,
5631,Drachenjade,,
5632,Drachenjade,,
5633,Drachenjade,,
5634,Drachenjade,,
5635,Drachenjade,,
5636,Drachenjade,,
5637,Drachenjade,,
5638,Drachenjade,,
5639,Drachenjade,,
5640,Drachenjade,,
6000,Entwicklungstrank,Material zum Leveln der Antiquitäten,
6001,Kreide,Antiquität,
6002,Hocker,Antiquität,
6003,Böse Machete,Antiquität,
6004,Warnleuchte,Antiquität,
6005,Zauberbuch für Anfänger,Antiquität,
6006,Kreide,Antiquität,
6007,Hocker,Antiquität,
6008,Böse Machete,Antiquität,
6009,Warnleuchte,Antiquität,
6010,Zauberbuch für Anfänger,Antiquität,
6011,Kreide,Antiquität,
6012,Hocker,Antiquität,
6013,Böse Machete,Antiquität,
6014,Warnleuchte,Antiquität,
6015,Zauberbuch für Anfänger,Antiquität,
6016,Kreide,Antiquität,
6017,Hocker,Antiquität,
6018,Böse Machete,Antiquität,
6019,Warnleuchte,Antiquität,
6020,Zauberbuch für Anfänger,Antiquität,
6021,Goldener Würfel,Antiquität,
6022,Silberne Krone,Antiquität,
6023,Hexenfluch,Antiquität,
6024,Universaltasche,Antiquität,
6025,Fortgeschrittener Zauberführer,Antiquität,
6026,Goldener Würfel,Antiquität,
6027,Silberne Krone,Antiquität,
6028,Hexenfluch,Antiquität,
6029,Universaltasche,Antiquität,
6030,Fortgeschrittener Zauberführer,Antiquität,
6031,Goldener Würfel,Antiquität,
6032,Silberne Krone,Antiquität,
6033,Hexenfluch,Antiquität,
6034,Universaltasche,Antiquität,
6035,Fortgeschrittener Zauberführer,Antiquität,
6036,Goldener Würfel,Antiquität,
6037,Silberne Krone,Antiquität,
6038,Hexenfluch,Antiquität,
6039,Universaltasche,Antiquität,
6040,Fortgeschrittener Zauberführer,Antiquität,
6041,Kleeblatt,Antiquität,
6042,Schleuder,Antiquität,
6043,Kuss des Schnees,Antiquität,
6044,Schwarzer Gürtel,Antiquität,
6045,Judo-Stirnband,Antiquität,
6046,Kleeblatt,Antiquität,
6047,Schleuder,Antiquität,
6048,Kuss des Schnees,Antiquität,
6049,Schwarzer Gürtel,Antiquität,
6050,Judo-Stirnband,Antiquität,
6051,Kleeblatt,Antiquität,
6052,Schleuder,Antiquität,
6053,Kuss des Schnees,Antiquität,
6054,Schwarzer Gürtel,Antiquität,
6055,Judo-Stirnband,Antiquität,
6056,Kleeblatt,Antiquität,
6057,Schleuder,Antiquität,
6058,Kuss des Schnees,Antiquität,
6059,Schwarzer Gürtel,Antiquität,
6060,Judo-Stirnband,Antiquität,
6061,Kleeblatt,Antiquität,
6062,Schleuder,Antiquität,
6063,Kuss des Schnees,Antiquität,
6064,Schwarzer Gürtel,Antiquität,
6065,Judo-Stirnband,Antiquität,
6066,Baseballschläger,Antiquität,
6067,Katana,Antiquität,
6068,Gedichte,Antiquität,
6069,Drachenzähne,Antiquität,
6070,Öltank,Antiquität,
6071,Lederschuhe,Antiquität,
6072,Baseballschläger,Antiquität,
6073,Katana,Antiquität,
6074,Gedichte,Antiquität,
6075,Drachenzähne,Antiquität,
6076,Öltank,Antiquität,
6077,Lederschuhe,Antiquität,
6078,Baseballschläger,Antiquität,
6079,Katana,Antiquität,
6080,Gedichte,Antiquität,
6081,Drachenzähne,Antiquität,
6082,Öltank,Antiquität,
6083,Lederschuhe,Antiquität,
6084,Baseballschläger,Antiquität,
6085,Katana,Antiquität,
6086,Gedichte,Antiquität,
6087,Drachenzähne,Antiquität,
6088,Öltank,Antiquität,
6089,Lederschuhe,Antiquität,
6090,Baseballschläger,Antiquität,
6091,Katana,Antiquität,
6092,Gedichte,Antiquität,
6093,Drachenzähne,Antiquität,
6094,Öltank,Antiquität,
6095,Lederschuhe,Antiquität,
6096,Engelsstab,Antiquität,
6097,Flammenfeder,Antiquität,
6098,Dämonische Klinge,Antiquität,
6099,Blitz-Rune,Antiquität,
6100,Mutiges Herz,Antiquität,
6101,Spitzen-Strumpf,Antiquität,
6102,Kirschblüten,Antiquität,
6103,Tanzende Maske,Antiquität,
6104,Königin des Pokers,Antiquität,
6105,Axt des Schnees,Antiquität,
6106,Weihnachtsbaum,Antiquität,
6107,Donnerherz,Antiquität,
6108,Supertrank,Antiquität,
6109,Seelenanhänger,Antiquität,
6110,Gabriels Lied,Antiquität,
6111,Dämonisches Buch,Antiquität,
6112,Schicksalskreuz,Antiquität,
6113,Feenhafte Krone,Antiquität,
6114,Katzenhut,Antiquität,
6115,Strumpfband,Antiquität,
6116,Beachvolleyball,Antiquität,
6117,Herz-Ohrring,Antiquität,
6118,Engelsstab,Antiquität,
6119,Flammenfeder,Antiquität,
6120,Dämonische Klinge,Antiquität,
6121,Blitz-Rune,Antiquität,
6122,Mutiges Herz,Antiquität,
6123,Spitzen-Strumpf,Antiquität,
6124,Kirschblüten,Antiquität,
6125,Tanzende Maske,Antiquität,
6126,Königin des Pokers,Antiquität,
6127,Axt des Schnees,Antiquität,
6128,Weihnachtsbaum,Antiquität,
6129,Donnerherz,Antiquität,
6130,Supertrank,Antiquität,
6131,Seelenanhänger,Antiquität,
6132,Gabriels Lied,Antiquität,
6133,Dämonisches Buch,Antiquität,
6134,Schicksalskreuz,Antiquität,
6135,Feenhafte Krone,Antiquität,
6136,Katzenhut,Antiquität,
6137,Strumpfband,Antiquität,
6138,Beachvolleyball,Antiquität,
6139,Herz-Ohrring,Antiquität,
6140,Engelsstab,Antiquität,
6141,Flammenfeder,Antiquität,
6142,Dämonische Klinge,Antiquität,
6143,Blitz-Rune,Antiquität,
6144,Mutiges Herz,Antiquität,
6145,Spitzen-Strumpf,Antiquität,
6146,Kirschblüten,Antiquität,
6147,Tanzende Maske,Antiquität,
6148,Königin des Pokers,Antiquität,
6149,Axt des Schnees,Antiquität,
6150,Weihnachtsbaum,Antiquität,
6151,Donnerherz,Antiquität,
6152,Supertrank,Antiquität,
6153,Seelenanhänger,Antiquität,
6154,Gabriels Lied,Antiquität,
6155,Dämonisches Buch,Antiquität,
6156,Schicksalskreuz,Antiquität,
6157,Feenhafte Krone,Antiquität,
6158,Katzenhut,Antiquität,
6159,Strumpfband,Antiquität,
6160,Beachvolleyball,Antiquität,
6161,Herz-Ohrring,Antiquität,
6162,Engelsstab,Antiquität,
6163,Flammenfeder,Antiquität,
6164,Dämonische Klinge,Antiquität,
6165,Blitz-Rune,Antiquität,
6166,Mutiges Herz,Antiquität,
6167,Spitzen-Strumpf,Antiquität,
6168,Kirschblüten,Antiquität,
6169,Tanzende Maske,Antiquität,
6170,Königin des Pokers,Antiquität,
6171,Axt des Schnees,Antiquität,
6172,Weihnachtsbaum,Antiquität,
6173,Donnerherz,Antiquität,
6174,Supertrank,Antiquität,
6175,Seelenanhänger,Antiquität,
6176,Gabriels Lied,Antiquität,
6177,Dämonisches Buch,Antiquität,
6178,Schicksalskreuz,Antiquität,
6179,Feenhafte Krone,Antiquität,
6180,Katzenhut,Antiquität,
6181,Strumpfband,Antiquität,
6182,Beachvolleyball,Antiquität,
6183,Herz-Ohrring,Antiquität,
6184,Engelsstab,Antiquität,
6185,Flammenfeder,Antiquität,
6186,Dämonische Klinge,Antiquität,
6187,Blitz-Rune,Antiquität,
6188,Mutiges Herz,Antiquität,
6189,Spitzen-Strumpf,Antiquität,
6190,Kirschblüten,Antiquität,
6191,Tanzende Maske,Antiquität,
6192,Königin des Pokers,Antiquität,
6193,Axt des Schnees,Antiquität,
6194,Weihnachtsbaum,Antiquität,
6195,Donnerherz,Antiquität,
6196,Supertrank,Antiquität,
6197,Seelenanhänger,Antiquität,
6198,Gabriels Lied,Antiquität,
6199,Dämonisches Buch,Antiquität,
6200,Schicksalskreuz,Antiquität,
6201,Feenhafte Krone,Antiquität,
6202,Katzenhut,Antiquität,
6203,Strumpfband,Antiquität,
6204,Beachvolleyball,Antiquität,
6205,Herz-Ohrring,Antiquität,
6206,Engelsstab,Antiquität,
6207,Flammenfeder,Antiquität,
6208,Dämonische Klinge,Antiquität,
6209,Blitz-Rune,Antiquität,
6210,Mutiges Herz,Antiquität,
6211,Spitzen-Strumpf,Antiquität,
6212,Kirschblüten,Antiquität,
6213,Tanzende Maske,Antiquität,
6214,Königin des Pokers,Antiquität,
6215,Axt des Schnees,Antiquität,
6216,Weihnachtsbaum,Antiquität,
6217,Donnerherz,Antiquität,
6218,Supertrank,Antiquität,
6219,Seelenanhänger,Antiquität,
6220,Gabriels Lied,Antiquität,
6221,Dämonisches Buch,Antiquität,
6222,Schicksalskreuz,Antiquität,
6223,Feenhafte Krone,Antiquität,
6224,Katzenhut,Antiquität,
6225,Strumpfband,Antiquität,
6226,Beachvolleyball,Antiquität,
6227,Herz-Ohrring,Antiquität,
6228,Geishas Segen,Antiquität,
6229,Räucherfass,Antiquität,
6230,Muramasa,Antiquität,
6231,Wut der Flamme,Antiquität,
6232,Allheilmittel,Antiquität,
6233,Kraft des Windes,Antiquität,
6234,Schneeball,Antiquität,
6235,Schwarzer magischer Hut,Antiquität,
6236,Schicksalsführer,Antiquität,
6237,Siegelschwert·Geister,Antiquität,
6238,Schmerzfessel·Geister,Antiquität,
6239,Dornenschild·Geister,Antiquität,
6240,Siegelherz·Mensch,Antiquität,
6241,Dämonenblut·Mensch,Antiquität,
6242,Bogen aus Schnee,Antiquität,
6243,Siegelschwert·Monster,Antiquität,
6244,Schmerzfessel·Monster,Antiquität,
6245,Dornenschild·Monster,Antiquität,
6246,Siegelherz·Fee,Antiquität,
6247,Krone der Königin,Antiquität,
6248,Dämonische Flügel,Antiquität,
6249,Schicksalsspiegel,Antiquität,
6250,Unsichtbarer Umhang,Antiquität,
6251,Geishas Segen,Antiquität,
6252,Räucherfass,Antiquität,
6253,Muramasa,Antiquität,
6254,Wut der Flamme,Antiquität,
6255,Allheilmittel,Antiquität,
6256,Kraft des Windes,Antiquität,
6257,Schneeball,Antiquität,
6258,Schwarzer magischer Hut,Antiquität,
