描述,title,name,dialog,select_text
417,,呂蒙,そしてこの1級の遮光カーテン！\nこれで、魏延さんが日差しの影響を受けないこと\n間違いなしよ！,
418,,*,なぁ、なんか間違ってないか？\n魏延はドラキュラじゃないぞ？,
419,,呂蒙,もう！先輩ったら、気遣いが足りないわね！,
420,,呂蒙,今の魏延さんは「アレ」がついているのよ？\n昔とは訳が違うの！,
421,,魏延,アレ？あっ、義手の事ですか？,
422,,魏延,義手は魯班先輩が強化してくれたから、たぶん日光に当たっても問題ありませんよ。,
423,,魏延,心配してくれてありがとう、呂蒙さん。,
424,,呂蒙,いや、義手ではなくて、アレってのは……,
425,,*,せっかくいい天気なのに、\nこんな薄暗い部屋にいたら、\n気分も滅入ってしまうよ。,
426,,*,魏延もこう言ってることだし、\nカーテンを開けようか！,
427,,諸葛亮,ダメだ！,
428,,,「サッ」という音と共に、\n分厚いカーテンが開かれた。,
429,,魏延,亮先輩！わざわざ来てくれたのですか？うれしいです！,
430,,諸葛亮,……誰か延ちゃんを捕まえといて。,
431,,魏延,えっ？私、どうかしましたか？,
432,,諸葛亮,延ちゃん、どこか気持ち悪い所はないか？,
433,,魏延,いいえ、亮先輩。私はいたって元気ですよ！,
434,,*,えっ……ちょっと、魏延……？,
435,,魏延,キャッ！,
436,,,部屋に日の光が入った瞬間、\n魏延はなぜか一方向に向かって一直線に進み、\n最終的に壁にぶつかった。,
437,,魏延,うっ……痛い……,
438,,諸葛亮,思っていた通り、光は延ちゃんの方向感覚に\n何かしら影響を与えるようだ……,
439,,*,だからこの部屋をこうしたのか……,
440,,*,んで、呂蒙がさっき言っていた「アレ」は、\n魏延の角と羽のことを言っていたのか。,
441,,呂蒙,もう、先輩ったら！問題を増やすんだから！,
442,,諸葛亮,この状況についての原因は、正直私にも分からん。,
443,,諸葛亮,義手の新機能かもしれないし、\n新しく付けた触角の機能かもしれない……,
444,,諸葛亮,まぁ……単純に魯班が、\n「虫がモデルだし、走行性があってもいいよね？」\nと悪ノリで付けただけだと思うが……,
445,,魏延,まったく気づきませんでした……\nすみません、ご迷惑をお掛けしました……,
446,,諸葛亮,延ちゃんが謝る必要はないよ。義手も含め、\n新装備にもたくさん秘密があるだろう。\nこれから一緒に発見して、解決しよう。,
447,,魏延,はい、ありがとうございます、亮先輩！,
448,触角,呂蒙,ねぇねぇ、わたしずっと\n魏延さんが羽を使っているとこが見たかったの！,
449,,呂蒙,あと、その触角！\n戦場の情報を集めることができると聞いたわ！,
450,,,そう言うと、呂蒙は好奇心のまま、\n魏延の頭にある触角のような装置に手を伸ばした。,
451,,,呂蒙の手が触角に触れた瞬間、\n魏延の全身に衝撃が走り、\n頬も徐々に赤くなっていった。,
452,,魏延,や、やめっ……てください、呂蒙さん……,
453,,呂蒙,えっ？どうしたの？\nこれって、ただの触角に似た装置だよね？,
454,,魏延,さっき、呂蒙さんが触った時、\n急に色んな情報が入って来て……,
455,,魏延,か、体も、なんか、おかしい感じがして……,
456,,*,コホン……\n魏延、その言い方だと誤解されるからね。,
457,,,そう言うと、魏延の頬はより一層赤くなった。,
458,,呂蒙,誤解も何も、\nただ単に先輩がエッチな想像をしただけでしょ！,
459,,*,えっ！？ちょ、いや、魏延、\n僕は何とも思っていないからね……っ！,
460,,諸葛亮,はいはい。\nいつまで延ちゃんの部屋にいるつもりだ？,
461,,諸葛亮,ちょうどいい。延ちゃんも早く、\n新しい装置と義手を披露したかったのだろう？,
462,,魏延,そうですね。\nこの新しい義手と装置なら、\nきっとみんなと肩を並べられると思います！,
463,,呂蒙,外……外……や、やばっ！\nわたし、まだ巡回ミッション終わらせてない！,
464,,*,またサボりか！,
465,,魏延,呂蒙さん、私も手伝います！,
466,,呂蒙,えっ！ほんと！？,
467,,魏延,はい、これでちょうど\n新装置の機能を皆さんにお披露目できますしね。,
468,,呂蒙,やはり持つべきものは、優等生の友ね！,
469,,呂蒙,魏延！\nさっき飛んでた姿、最高にかっこよかったわ！,
470,,魏延,これも魯班先輩のおかげです。\nあと、シルバー先輩との修行の成果です。,
471,,魏延,そう言えば、学園に戻って来てから、\nちゃんとシルバー先輩にお礼を言ってませんね。,
472,,諸葛亮,ふむ、最近はパターン化しているから、\n昔よりシルバー先輩の動向がつかみやすい。\nこの時間なら、おそらくトイレ掃除中だろう。,
473,,*,そういう事なら、呂蒙に案内してもらおう。,
474,,呂蒙,えっ！？わ、私はまだ巡回が……,
475,,魏延,まだ巡回していない所があるのですか？\n私も手伝いますよ！,
476,,呂蒙,えっ、あっ、いや、そういうことではなくて……,
477,,諸葛亮,別に問題ないのなら、呂蒙も一緒に行こうか。,
478,,呂蒙,はい……,
479,墜落,シルバー,おぉ、魏延か。体はもう大丈夫か？,
480,,シルバー,ほぉ、呂蒙もいるのか。\nそっちから私の所へ来るとは珍しい。,
481,,魏延,はい、新たな姿で\n新しいスタートをきりたいと思います！,
482,,魏延,今日はシルバー先輩にお礼をしにきました。,
483,,シルバー,礼には及ばない。それよりも、\n実戦で私の教えを忘れていないか示してもらおう。,
484,,魏延,はい、先輩の胸を借ります。,
485,,呂蒙,魏延さんのおかげで、\nシルバー先輩の注意がわたしからそれたわ～！,
486,,*,いや、まだ油断はできないぞ。,
487,,*,シルバー先輩のことだ。\nすぐに呂蒙の事も思い出すかもしれないよ？,
488,,呂蒙,先輩、それ以上はもう言わないで！,
489,,呂蒙,わたしは今「影薄モード」全開なの。\nフフフ……この状態のわたしのことは、\nシルバー先輩でも感知できないわ！,
490,,呂蒙,それはさておき。\n装備を一新した魏延さんの戦い方を見ていると、\nなんかちょっぴり羨ましいなぁ～。,
491,,*,そうだね。\nあの羽のおかげで、空を自由に飛べるしね。,
492,,*,慣れるかどうか心配だったけど、\n今の魏延の動きを見てると、まるで生まれた時から\nついていたかのように思えるよ。,
493,,呂蒙,で、でも、先輩……？\n魏延さん、なんか落ちてない？,
494,,魏延,センパーーイ！呂蒙さーーん！！\n避けてくださーーーーい！！！,
495,,*,ええええ！？うぐっ……,
496,,,落ちて来た魏延の直撃をくらい、\n僕は痛みに悶えることしかできず、\nまともな言葉も発せなかった。,
497,,呂蒙,うわぁ……先輩は相変わらず運が悪いなぁ……,
498,,魏延,せ、先輩！たいじょうぶですか？立てますか！？,
499,,魏延,今すぐ華佗先生の所に連れて行きますから、\nそれまで何とか我慢してください！,
500,,*,だ……だいじょう……ぶ、うっぷ……,
501,,*,す、少し……やす……ませて……くれ……,
502,,シルバー,少し休ませてやれ。それぐらいのケガなら、\n休めばすぐに回復するだろう。,
503,,魏延,そう……ですか？\n先輩、気分が悪かったら必ず言ってください。,
504,,魏延,私がもっと上手く新しい装置を扱えれば、\n先輩を傷つけたりなんか……,
505,,諸葛亮,延ちゃん、また昔のように卑屈になるのか？,
506,,魏延,亮先輩……,
507,,魏延,で、でも私……\n新しい装置を手に入れて、舞い上って……\nそれで先輩にケガをさせて……,
508,,諸葛亮,これらは確かに扱いが難しく、\nマスターするまでかなり時間がかかるだろう。,
509,,諸葛亮,だが、たった一度の失敗で\n自信を無くしてしまったら……,
510,,諸葛亮,延ちゃんを強くする為に尽力してきた\n魯班とシルバー先輩の全てがムダになるぞ。,
511,,魏延,そう……ですね。私はいつか、\n皆さんに頼られるほど強くなってみせます！,
512,,シルバー,良い心がけだ。ならば、行動で示してもらおう。,
513,,シルバー,あと、そこにいる呂蒙、お前も一緒に来てもらおう。,
514,,呂蒙,えっ！？勘弁してくださーい！,
515,挑発,フェンリル,おらぁ！オレに挑戦する者はもういねぇのか！,
516,,フェンリル,ふん、期待外れだな！\nここにいるヤツ、全員腑抜けのザコだ！,
517,,フェンリル,なにが幽夢学園だ。\n負け犬学園がちょうどいいぐらいだ！ハッハッハ！,
518,,*,フェンリル、それぐらいにしてくれ！\nここは学校で、闘技場じゃない！,
519,,フェンリル,臆病者にとやかく言われる筋合いはねぇ！\n文句があるなら、力で納得させてみろ！,
520,,呂蒙,先輩、言われてるわよ。,
521,,呂蒙,"
でも言われてみれば、先輩が戦っているとこって、
見たことないような……結構一緒に戦ってるはず
なんだけど、なぜかこう、記憶が曖昧というか、
そこに先輩がいないような……",
522,,*,コホン、呂蒙！\n今はそんなことより、\nフェンリルを説得するのを手伝ってくれ。,
523,,呂蒙,説得する必要はないわ。\nもとい、説得できないと思うわよ？,
524,,呂蒙,あの感じだと、納得する相手が現れない限り、\n彼女は暴れ続けるだろうし、,
525,,呂蒙,今は説得するより、\nあの子と張り合える相手を探す方が大事よ！,
526,,フェンリル,おい、臆病者ども！なにコソコソ話している？,
527,,フェンリル,ハッ！弱者は堂々と話すこともできないのか？,
528,,呂蒙,ねぇねぇ先輩、完全に見くびられているわよ。,
529,,*,おいおい、ちゃんと聞いてただろう？\nこの場合、呂蒙も含まれているぞ。\nどうだ？フェンリルの挑発に乗ってみないか？,
530,,呂蒙,ノンノン、先輩。\n私はちゃーんと、自分の弱さと向き合って、\nそして受け入れているわ。,
