id,lv,next_id,exskill_id,cost,restore,effects,pas_skills
901035,35,901036,901001,1#2750000|27#355|216#885,27#6125|216#15225,hp#304598|atk#8925|spd#16|sklP#20,101010|101020
901036,36,901037,901001,1#2800000|27#365|216#910,27#6480|216#16110,hp#313301|atk#9282|spd#16|sklP#20,101010|101020
901037,37,901038,901001,1#2850000|27#375|216#935,27#6845|216#17020,hp#322004|atk#9639|spd#18|sklP#20,101010|101020
901038,38,901039,901001,1#2900000|27#385|216#960,27#7220|216#17955,hp#330707|atk#9996|spd#18|sklP#30,101010|101020
901039,39,901040,901001,1#2950000|27#395|216#985,27#7605|216#18915,hp#339409|atk#10353|spd#20|sklP#30,101010|101020
901040,40,901041,901001,1#3000000|27#405|216#1010,27#8000|216#19900,hp#348112|atk#10710|spd#20|sklP#30,101010|101020|101040
901041,41,901042,901001,1#3050000|27#415|216#1035,27#8405|216#20910,hp#356815|atk#11067|spd#22|sklP#30,101010|101020|101040
901042,42,901043,901001,1#3100000|27#425|216#1060,27#8820|216#21945,hp#365518|atk#11424|spd#22|sklP#40,101010|101020|101040
901043,43,901044,901001,1#3150000|27#435|216#1085,27#9245|216#23005,hp#374221|atk#11781|spd#24|sklP#40,101010|101020|101040
901044,44,901045,901001,1#3200000|27#445|216#1110,27#9680|216#24090,hp#382924|atk#12138|spd#24|sklP#40,101010|101020|101040
901045,45,901046,901001,1#3250000|27#455|216#1135,27#10125|216#25200,hp#391626|atk#12495|spd#26|sklP#40,101010|101020|101040
901046,46,901047,901001,1#3300000|27#465|216#1160,27#10580|216#26335,hp#400329|atk#12852|spd#26|sklP#50,101010|101020|101040
901047,47,901048,901001,1#3350000|27#475|216#1185,27#11045|216#27495,hp#409032|atk#13209|spd#28|sklP#50,101010|101020|101040
901048,48,901049,901001,1#3400000|27#485|216#1210,27#11520|216#28680,hp#417735|atk#13566|spd#28|sklP#50,101010|101020|101040
901049,49,901050,901001,1#3450000|27#495|216#1235,27#12005|216#29890,hp#426438|atk#13923|spd#30|sklP#50,101010|101020|101040
901050,50,901051,901001,1#3500000|27#505|216#1260,27#12500|216#31125,hp#435141|atk#14280|spd#30|sklP#60,101010|101020|101040
901051,51,901052,901001,1#3550000|27#515|216#1285,27#13005|216#32385,hp#443843|atk#14637|spd#32|sklP#60,101010|101020|101040
901052,52,901053,901001,1#3600000|27#525|216#1310,27#13520|216#33670,hp#452546|atk#14994|spd#32|sklP#60,101010|101020|101040
901053,53,901054,901001,1#3650000|27#535|216#1335,27#14045|216#34980,hp#461249|atk#15351|spd#34|sklP#60,101010|101020|101040
901054,54,901055,901001,1#3700000|27#545|216#1360,27#14580|216#36315,hp#469952|atk#15708|spd#34|sklP#70,101010|101020|101040
901055,55,901056,901001,1#3750000|27#555|216#1385,27#15125|216#37675,hp#478655|atk#16065|spd#36|sklP#70,101010|101020|101040
901056,56,901057,901001,1#3800000|27#565|216#1410,27#15680|216#39060,hp#487357|atk#16422|spd#36|sklP#70,101010|101020|101040
901057,57,901058,901001,1#3850000|27#575|216#1435,27#16245|216#40470,hp#496060|atk#16779|spd#38|sklP#70,101010|101020|101040
901058,58,901059,901001,1#3900000|27#585|216#1460,27#16820|216#41905,hp#504763|atk#17136|spd#38|sklP#80,101010|101020|101040
901059,59,901060,901001,1#3950000|27#595|216#1485,27#17405|216#43365,hp#513466|atk#17493|spd#40|sklP#80,101010|101020|101040
901060,60,901061,901001,1#4000000|27#605|216#1510,27#18000|216#44850,hp#522169|atk#17850|spd#40|sklP#80,101010|101020|101040|901060
901061,61,901062,901001,1#4050000|27#615|216#1535,27#18605|216#46360,hp#530872|atk#18207|spd#42|sklP#80,101010|101020|101040|901060
901062,62,901063,901001,1#4100000|27#625|216#1560,27#19220|216#47895,hp#539574|atk#18564|spd#42|sklP#90,101010|101020|101040|901060
901063,63,901064,901001,1#4150000|27#635|216#1585,27#19845|216#49455,hp#548277|atk#18921|spd#44|sklP#90,101010|101020|101040|901060
901064,64,901065,901001,1#4200000|27#645|216#1610,27#20480|216#51040,hp#556980|atk#19278|spd#44|sklP#90,101010|101020|101040|901060
901065,65,901066,901001,1#4250000|27#655|216#1635,27#21125|216#52650,hp#565683|atk#19635|spd#46|sklP#90,101010|101020|101040|901060
901066,66,901067,901001,1#4300000|27#665|216#1660,27#21780|216#54285,hp#574386|atk#19992|spd#46|sklP#100,101010|101020|101040|901060
901067,67,901068,901001,1#4350000|27#675|216#1685,27#22445|216#55945,hp#583088|atk#20349|spd#48|sklP#100,101010|101020|101040|901060
901068,68,901069,901001,1#4400000|27#685|216#1710,27#23120|216#57630,hp#591791|atk#20706|spd#48|sklP#100,101010|101020|101040|901060
901069,69,901070,901001,1#4450000|27#695|216#1735,27#23805|216#59340,hp#600494|atk#21063|spd#50|sklP#100,101010|101020|101040|901060
901070,70,901071,901001,1#4500000|27#705|216#1760,27#24500|216#61075,hp#609197|atk#21420|spd#50|sklP#110,101010|101020|101040|901060
901071,71,901072,901001,1#4550000|27#715|216#1785,27#25205|216#62835,hp#617900|atk#21777|spd#52|sklP#110,101010|101020|101040|901060
901072,72,901073,901001,1#4600000|27#725|216#1810,27#25920|216#64620,hp#626603|atk#22134|spd#52|sklP#110,101010|101020|101040|901060
901073,73,901074,901001,1#4650000|27#735|216#1835,27#26645|216#66430,hp#635305|atk#22491|spd#54|sklP#110,101010|101020|101040|901060
901074,74,901075,901001,1#4700000|27#745|216#1860,27#27380|216#68265,hp#644008|atk#22848|spd#54|sklP#120,101010|101020|101040|901060
901075,75,901076,901001,1#4750000|27#755|216#1885,27#28125|216#70125,hp#652711|atk#23205|spd#56|sklP#120,101010|101020|101040|901060
901076,76,901077,901001,1#4800000|27#765|216#1910,27#28880|216#72010,hp#661414|atk#23562|spd#56|sklP#120,101010|101020|101040|901060
901077,77,901078,901001,1#4850000|27#775|216#1935,27#29645|216#73920,hp#670117|atk#23919|spd#58|sklP#120,101010|101020|101040|901060
901078,78,901079,901001,1#4900000|27#785|216#1960,27#30420|216#75855,hp#678819|atk#24276|spd#58|sklP#130,101010|101020|101040|901060
901079,79,901080,901001,1#4950000|27#795|216#1985,27#31205|216#77815,hp#687522|atk#24633|spd#60|sklP#130,101010|101020|101040|901060
901080,80,901081,901001,1#5000000|27#805|216#2010,27#32000|216#79800,hp#696225|atk#24990|spd#60|sklP#130,101010|101020|101040|901060|901080
901081,81,901082,901001,1#5050000|27#815|216#2035,27#32805|216#81810,hp#704928|atk#25347|spd#62|sklP#130,101010|101020|101040|901060|901080
901082,82,901083,901001,1#5100000|27#825|216#2060,27#33620|216#83845,hp#713631|atk#25704|spd#64|sklP#140,101010|101020|101040|901060|901080
901083,83,901084,901001,1#5150000|27#835|216#2085,27#34445|216#85905,hp#722334|atk#26061|spd#66|sklP#140,101010|101020|101040|901060|901080
901084,84,901085,901001,1#5200000|27#845|216#2110,27#35280|216#87990,hp#731036|atk#26418|spd#68|sklP#140,101010|101020|101040|901060|901080
901085,85,901086,901001,1#5250000|27#855|216#2135,27#36125|216#90100,hp#739739|atk#26775|spd#70|sklP#140,101010|101020|101040|901060|901080
901086,86,901087,901001,1#5300000|27#865|216#2160,27#36980|216#92235,hp#748442|atk#27132|spd#72|sklP#150,101010|101020|101040|901060|901080
901087,87,901088,901001,1#5350000|27#875|216#2185,27#37845|216#94395,hp#757145|atk#27489|spd#74|sklP#150,101010|101020|101040|901060|901080
901088,88,901089,901001,1#5400000|27#885|216#2210,27#38720|216#96580,hp#765848|atk#27846|spd#76|sklP#150,101010|101020|101040|901060|901080
901089,89,901090,901001,1#5450000|27#895|216#2235,27#39605|216#98790,hp#774550|atk#28203|spd#78|sklP#150,101010|101020|101040|901060|901080
901090,90,901091,901001,1#5500000|27#905|216#2260,27#40500|216#101025,hp#783253|atk#28560|spd#80|sklP#160,101010|101020|101040|901060|901080
901091,91,901092,901001,1#5550000|27#915|216#2285,27#41405|216#103285,hp#791956|atk#28917|spd#82|sklP#160,101010|101020|101040|901060|901080
901092,92,901093,901001,1#5600000|27#925|216#2310,27#42320|216#105570,hp#800659|atk#29274|spd#84|sklP#160,101010|101020|101040|901060|901080
901093,93,901094,901001,1#5650000|27#935|216#2335,27#43245|216#107880,hp#809362|atk#29631|spd#86|sklP#160,101010|101020|101040|901060|901080
901094,94,901095,901001,1#5700000|27#945|216#2360,27#44180|216#110215,hp#818065|atk#29988|spd#88|sklP#170,101010|101020|101040|901060|901080
901095,95,901096,901001,1#5750000|27#955|216#2385,27#45125|216#112575,hp#826767|atk#30345|spd#90|sklP#170,101010|101020|101040|901060|901080
901096,96,901097,901001,1#5800000|27#965|216#2410,27#46080|216#114960,hp#835470|atk#30702|spd#92|sklP#180,101010|101020|101040|901060|901080
901097,97,901098,901001,1#5850000|27#975|216#2435,27#47045|216#117370,hp#844173|atk#31059|spd#94|sklP#180,101010|101020|101040|901060|901080
901098,98,901099,901001,1#5900000|27#985|216#2460,27#48020|216#119805,hp#852876|atk#31416|spd#96|sklP#190,101010|101020|101040|901060|901080
901099,99,901100,901001,1#5950000|27#995|216#2485,27#49005|216#122265,hp#861579|atk#31773|spd#98|sklP#190,101010|101020|101040|901060|901080
901100,100,0,901001,,27#50000|216#124750,hp#870282|atk#32130|spd#100|sklP#200,101010|101020|101040|901060|901080|101100
