id,lv,next_id,pet_skill_id,cost,restore,effect,icon
5014014,14,5014015,5014001,1#2418648|27#316,27#3579|26#8300,hp#47443|atk#1989|spd#20,pet_skill_5014
5014015,15,5014016,5014001,1#2463437|27#322,27#3895|26#8300,hp#50832|atk#2131|spd#20,pet_skill_5014
5014016,16,5014017,5014001,1#2508227|27#327,27#4217|26#8300,hp#54220|atk#2273|spd#24,pet_skill_5014
5014017,17,5014018,5014001,1#2606205|27#334,27#4544|26#8300,hp#57609|atk#2415|spd#24,pet_skill_5014
5014018,18,5014019,5014001,1#2651928|27#339,27#4878|26#8300,hp#60998|atk#2557|spd#24,pet_skill_5014
5014019,19,5014020,5014001,1#2752704|27#345,27#5217|26#8300,hp#64387|atk#2699|spd#28,pet_skill_5014
5014020,20,5014021,5014001,1#2799360|27#351,27#5562|26#8300,hp#67775|atk#2841|spd#28,pet_skill_5014
5014021,21,5014022,5014001,1#2846016|27#357,27#5913|26#8300,hp#71164|atk#2983|spd#28,pet_skill_5014
5014022,22,5014023,5014001,1#2950526|27#362,27#6270|26#8300,hp#74553|atk#3125|spd#32,pet_skill_5014
5014023,23,5014024,5014001,1#2998115|27#369,27#6632|26#8300,hp#77942|atk#3267|spd#32,pet_skill_5014
5014024,24,5014025,5014001,1#3105424|27#374,27#7001|26#8300,hp#81330|atk#3410|spd#32,pet_skill_5014
5014025,25,5014026,5014001,1#3153946|27#380,27#7375|26#8300,hp#84719|atk#3552|spd#36,pet_skill_5014
5014026,26,5014027,5014001,1#3202468|27#387,27#7755|26#8300,hp#88108|atk#3694|spd#36,pet_skill_5014
5014027,27,5014028,5014001,1#3313510|27#392,27#8142|26#8300,hp#91497|atk#3836|spd#36,pet_skill_5014
5014028,28,5014029,5014001,1#3362965|27#397,27#8534|26#8300,hp#94886|atk#3978|spd#40,pet_skill_5014
5014029,29,5014030,5014001,1#3476806|27#404,27#8931|26#8300,hp#98274|atk#4120|spd#40,pet_skill_5014
5014030,30,5014031,5014001,1#3544806|27#444,27#9335|26#8300,hp#102690|atk#4305|spd#40,pet_skill_5014
5014031,31,5014032,5014001,1#3612806|27#488,27#9779|26#8300,hp#112959|atk#4412|spd#41,pet_skill_5014
5014032,32,5014033,5014001,1#3680806|27#537,27#10267|26#8300,hp#123228|atk#4519|spd#42,pet_skill_5014
5014033,33,5014034,5014001,1#3748806|27#591,27#10804|26#8300,hp#133497|atk#4626|spd#43,pet_skill_5014
5014034,34,5014035,5014001,1#3816806|27#650,27#11395|26#8300,hp#143766|atk#4733|spd#44,pet_skill_5014
5014035,35,5014036,5014001,1#3884806|27#715,27#12045|26#8300,hp#154035|atk#4840|spd#45,pet_skill_5014
5014036,36,5014037,5014001,1#3952806|27#787,27#12760|26#8300,hp#164304|atk#4947|spd#46,pet_skill_5014
5014037,37,5014038,5014001,1#4020806|27#866,27#13547|26#8300,hp#174573|atk#5054|spd#47,pet_skill_5014
5014038,38,5014039,5014001,1#4088806|27#953,27#14413|26#8300,hp#184842|atk#5161|spd#48,pet_skill_5014
5014039,39,5014040,5014001,1#4156806|27#1048,27#15366|26#8300,hp#195111|atk#5268|spd#49,pet_skill_5014
5014040,40,5014041,5014001,1#4224806|27#1153,27#16414|26#8300,hp#205380|atk#5375|spd#50,pet_skill_5014
5014041,41,5014042,5014001,1#4292806|27#1268,27#17567|26#8300,hp#215649|atk#5482|spd#51,pet_skill_5014
5014042,42,5014043,5014001,1#4360806|27#1395,27#18835|26#8300,hp#225918|atk#5589|spd#52,pet_skill_5014
5014043,43,5014044,5014001,1#4428806|27#1535,27#20230|26#8300,hp#236187|atk#5696|spd#53,pet_skill_5014
5014044,44,5014045,5014001,1#4496806|27#1689,27#21765|26#8300,hp#246456|atk#5803|spd#54,pet_skill_5014
5014045,45,5014046,5014001,1#4564806|27#1858,27#23454|26#8300,hp#256725|atk#5910|spd#55,pet_skill_5014
5014046,46,5014047,5014001,1#4632806|27#2044,27#25312|26#8300,hp#266994|atk#6017|spd#56,pet_skill_5014
5014047,47,5014048,5014001,1#4700806|27#2248,27#27356|26#8300,hp#277263|atk#6124|spd#57,pet_skill_5014
5014048,48,5014049,5014001,1#4768806|27#2473,27#29604|26#8300,hp#287532|atk#6231|spd#58,pet_skill_5014
5014049,49,5014050,5014001,1#4836806|27#2720,27#32077|26#8300,hp#297801|atk#6338|spd#59,pet_skill_5014
5014050,50,0,5014001,,27#34797|26#8300,hp#308070|atk#6445|spd#60,pet_skill_5014
6011001,1,6011002,6011001,1#24262|27#7,27#0|26#0,hp#534|atk#38,pet_skill_6011
6011002,2,6011003,6011001,1#45350|27#11,27#7|26#0,hp#1068|atk#75,pet_skill_6011
6011003,3,6011004,6011001,1#65506|27#17,27#18|26#0,hp#1600|atk#113,pet_skill_6011
6011004,4,6011005,6011001,1#85661|27#21,27#35|26#0,hp#2134|atk#150,pet_skill_6011
6011005,5,6011006,6011001,1#109735|27#26,27#56|26#0,hp#2668|atk#188,pet_skill_6011
6011006,6,6011007,6011001,1#130637|27#30,27#82|26#0,hp#3202|atk#225,pet_skill_6011
6011007,7,6011008,6011001,1#151539|27#36,27#112|26#0,hp#3736|atk#263,pet_skill_6011
6011008,8,6011009,6011001,1#178600|27#40,27#148|26#0,hp#4269|atk#300,pet_skill_6011
6011009,9,6011010,6011001,1#200248|27#44,27#188|26#0,hp#4802|atk#338,pet_skill_6011
6011010,10,6011011,6011001,1#221896|27#49,27#232|26#0,hp#5336|atk#375,pet_skill_6011
6011011,11,6011012,6011001,1#243545|27#53,27#281|26#0,hp#5870|atk#414,pet_skill_6011
6011012,12,6011013,6011001,1#274338|27#59,27#334|26#0,hp#6404|atk#451,pet_skill_6011
6011013,13,6011014,6011001,1#296733|27#63,27#393|26#0,hp#6937|atk#489,pet_skill_6011
6011014,14,6011015,6011001,1#319128|27#68,27#456|26#0,hp#7470|atk#526,pet_skill_6011
6011015,15,6011016,6011001,1#352906|27#72,27#524|26#0,hp#8004|atk#564,pet_skill_6011
6011016,16,6011017,6011001,1#376048|27#77,27#596|26#0,hp#8538|atk#601,pet_skill_6011
6011017,17,6011018,6011001,1#399189|27#81,27#673|26#0,hp#9072|atk#639,pet_skill_6011
6011018,18,6011019,6011001,1#435954|27#87,27#754|26#0,hp#9605|atk#676,pet_skill_6011
6011019,19,6011020,6011001,1#459842|27#91,27#841|26#0,hp#10138|atk#714,pet_skill_6011
6011020,20,6011021,6011001,1#483730|27#95,27#932|26#0,hp#10672|atk#751,pet_skill_6011
6011021,21,6011022,6011001,1#507618|27#100,27#1027|26#0,hp#11206|atk#789,pet_skill_6011
6011022,22,6011023,6011001,1#548115|27#104,27#1127|26#0,hp#11739|atk#826,pet_skill_6011
6011023,23,6011024,6011001,1#572750|27#110,27#1231|26#0,hp#12273|atk#864,pet_skill_6011
6011024,24,6011025,6011001,1#597384|27#114,27#1341|26#0,hp#12807|atk#901,pet_skill_6011
6011025,25,6011026,6011001,1#640867|27#119,27#1455|26#0,hp#13340|atk#939,pet_skill_6011
6011026,26,6011027,6011001,1#666248|27#123,27#1574|26#0,hp#13874|atk#976,pet_skill_6011
6011027,27,6011028,6011001,1#691629|27#129,27#1697|26#0,hp#14407|atk#1014,pet_skill_6011
6011028,28,6011029,6011001,1#738098|27#133,27#1826|26#0,hp#14941|atk#1051,pet_skill_6011
6011029,29,6011030,6011001,1#764226|27#138,27#1959|26#0,hp#15475|atk#1089,pet_skill_6011
6011030,30,6011031,6011001,1#792226|27#152,27#2097|26#0,hp#16170|atk#1138,pet_skill_6011
6011031,31,6011032,6011001,1#820226|27#167,27#2249|26#0,hp#17787|atk#1166,pet_skill_6011
6011032,32,6011033,6011001,1#848226|27#184,27#2416|26#0,hp#19404|atk#1194,pet_skill_6011
6011033,33,6011034,6011001,1#876226|27#202,27#2600|26#0,hp#21021|atk#1222,pet_skill_6011
6011034,34,6011035,6011001,1#904226|27#222,27#2802|26#0,hp#22638|atk#1250,pet_skill_6011
6011035,35,6011036,6011001,1#932226|27#244,27#3024|26#0,hp#24255|atk#1278,pet_skill_6011
6011036,36,6011037,6011001,1#960226|27#268,27#3268|26#0,hp#25872|atk#1306,pet_skill_6011
6011037,37,6011038,6011001,1#988226|27#295,27#3536|26#0,hp#27489|atk#1334,pet_skill_6011
6011038,38,6011039,6011001,1#1016226|27#325,27#3831|26#0,hp#29106|atk#1362,pet_skill_6011
6011039,39,6011040,6011001,1#1044226|27#358,27#4156|26#0,hp#30723|atk#1390,pet_skill_6011
6011040,40,6011041,6011001,1#1072226|27#394,27#4514|26#0,hp#32340|atk#1418,pet_skill_6011
6011041,41,6011042,6011001,1#1100226|27#433,27#4908|26#0,hp#33957|atk#1446,pet_skill_6011
6011042,42,6011043,6011001,1#1128226|27#476,27#5341|26#0,hp#35574|atk#1474,pet_skill_6011
6011043,43,6011044,6011001,1#1156226|27#524,27#5817|26#0,hp#37191|atk#1502,pet_skill_6011
6011044,44,6011045,6011001,1#1184226|27#576,27#6341|26#0,hp#38808|atk#1530,pet_skill_6011
6011045,45,6011046,6011001,1#1212226|27#634,27#6917|26#0,hp#40425|atk#1558,pet_skill_6011
6011046,46,6011047,6011001,1#1240226|27#697,27#7551|26#0,hp#42042|atk#1586,pet_skill_6011
6011047,47,6011048,6011001,1#1268226|27#767,27#8248|26#0,hp#43659|atk#1614,pet_skill_6011
6011048,48,6011049,6011001,1#1296226|27#844,27#9015|26#0,hp#45276|atk#1642,pet_skill_6011
6011049,49,6011050,6011001,1#1324226|27#928,27#9859|26#0,hp#46893|atk#1670,pet_skill_6011
6011050,50,0,6011001,,27#10787|26#0,hp#48510|atk#1698,pet_skill_6011
6012001,1,6012002,6012001,1#381833|27#79,27#0|26#2100,hp#1068|atk#68|sklP#20,pet_skill_6012
6012002,2,6012003,6012001,1#410760|27#84,27#79|26#2100,hp#2134|atk#135|sklP#20,pet_skill_6012
6012003,3,6012004,6012001,1#453870|27#90,27#163|26#2100,hp#3202|atk#203|sklP#20,pet_skill_6012
6012004,4,6012005,6012001,1#483730|27#95,27#253|26#2100,hp#4269|atk#271|sklP#40,pet_skill_6012
6012005,5,6012006,6012001,1#513590|27#102,27#348|26#2100,hp#5336|atk#338|sklP#40,pet_skill_6012
6012006,6,6012007,6012001,1#543450|27#107,27#450|26#2100,hp#6404|atk#406|sklP#40,pet_skill_6012
6012007,7,6012008,6012001,1#591225|27#113,27#557|26#2100,hp#7470|atk#473|sklP#60,pet_skill_6012
6012008,8,6012009,6012001,1#622018|27#119,27#670|26#2100,hp#8538|atk#540|sklP#60,pet_skill_6012
6012009,9,6012010,6012001,1#652811|27#125,27#789|26#2100,hp#9605|atk#608|sklP#60,pet_skill_6012
6012010,10,6012011,6012001,1#704319|27#130,27#914|26#2100,hp#10672|atk#676|sklP#80,pet_skill_6012
6012011,11,6012012,6012001,1#736046|27#137,27#1044|26#2100,hp#11739|atk#743|sklP#80,pet_skill_6012
6012012,12,6012013,6012001,1#767772|27#142,27#1181|26#2100,hp#12807|atk#811|sklP#80,pet_skill_6012
6012013,13,6012014,6012001,1#823012|27#148,27#1323|26#2100,hp#13874|atk#879|sklP#100,pet_skill_6012
6012014,14,6012015,6012001,1#855672|27#154,27#1471|26#2100,hp#14941|atk#946|sklP#100,pet_skill_6012
6012015,15,6012016,6012001,1#888331|27#160,27#1625|26#2100,hp#16008|atk#1014|sklP#100,pet_skill_6012
6012016,16,6012017,6012001,1#920990|27#165,27#1785|26#2100,hp#17075|atk#1082|sklP#120,pet_skill_6012
6012017,17,6012018,6012001,1#980896|27#172,27#1950|26#2100,hp#18143|atk#1149|sklP#120,pet_skill_6012
6012018,18,6012019,6012001,1#1014489|27#177,27#2122|26#2100,hp#19210|atk#1217|sklP#120,pet_skill_6012
6012019,19,6012020,6012001,1#1048081|27#183,27#2299|26#2100,hp#20277|atk#1284|sklP#140,pet_skill_6012
6012020,20,6012021,6012001,1#1111720|27#189,27#2482|26#2100,hp#21345|atk#1351|sklP#140,pet_skill_6012
6012021,21,6012022,6012001,1#1146245|27#195,27#2671|26#2100,hp#22411|atk#1419|sklP#140,pet_skill_6012
6012022,22,6012023,6012001,1#1180771|27#200,27#2866|26#2100,hp#23479|atk#1487|sklP#160,pet_skill_6012
6012023,23,6012024,6012001,1#1248142|27#207,27#3066|26#2100,hp#24546|atk#1554|sklP#160,pet_skill_6012
6012024,24,6012025,6012001,1#1283600|27#212,27#3273|26#2100,hp#25613|atk#1622|sklP#160,pet_skill_6012
6012025,25,6012026,6012001,1#1319059|27#218,27#3485|26#2100,hp#26681|atk#1690|sklP#180,pet_skill_6012
6012026,26,6012027,6012001,1#1354517|27#225,27#3703|26#2100,hp#27747|atk#1757|sklP#180,pet_skill_6012
6012027,27,6012028,6012001,1#1426554|27#230,27#3928|26#2100,hp#28815|atk#1825|sklP#180,pet_skill_6012
6012028,28,6012029,6012001,1#1462946|27#235,27#4158|26#2100,hp#29883|atk#1893|sklP#200,pet_skill_6012
6012029,29,6012030,6012001,1#1499338|27#241,27#4393|26#2100,hp#30949|atk#1960|sklP#200,pet_skill_6012
6012030,30,6012031,6012001,1#1539338|27#265,27#4634|26#2100,hp#32340|atk#2048|sklP#200,pet_skill_6012
6012031,31,6012032,6012001,1#1579338|27#292,27#4899|26#2100,hp#35574|atk#2099|sklP#200,pet_skill_6012
6012032,32,6012033,6012001,1#1619338|27#321,27#5191|26#2100,hp#38808|atk#2150|sklP#200,pet_skill_6012
6012033,33,6012034,6012001,1#1659338|27#353,27#5512|26#2100,hp#42042|atk#2201|sklP#200,pet_skill_6012
6012034,34,6012035,6012001,1#1699338|27#388,27#5865|26#2100,hp#45276|atk#2252|sklP#210,pet_skill_6012
6012035,35,6012036,6012001,1#1739338|27#427,27#6253|26#2100,hp#48510|atk#2303|sklP#210,pet_skill_6012
6012036,36,6012037,6012001,1#1779338|27#470,27#6680|26#2100,hp#51744|atk#2354|sklP#210,pet_skill_6012
6012037,37,6012038,6012001,1#1819338|27#517,27#7150|26#2100,hp#54978|atk#2405|sklP#210,pet_skill_6012
6012038,38,6012039,6012001,1#1859338|27#569,27#7667|26#2100,hp#58212|atk#2456|sklP#220,pet_skill_6012
6012039,39,6012040,6012001,1#1899338|27#626,27#8236|26#2100,hp#61446|atk#2507|sklP#220,pet_skill_6012
6012040,40,6012041,6012001,1#1939338|27#689,27#8862|26#2100,hp#64680|atk#2558|sklP#220,pet_skill_6012
6012041,41,6012042,6012001,1#1979338|27#758,27#9551|26#2100,hp#67914|atk#2609|sklP#220,pet_skill_6012
6012042,42,6012043,6012001,1#2019338|27#834,27#10309|26#2100,hp#71148|atk#2660|sklP#230,pet_skill_6012
6012043,43,6012044,6012001,1#2059338|27#917,27#11143|26#2100,hp#74382|atk#2711|sklP#230,pet_skill_6012
6012044,44,6012045,6012001,1#2099338|27#1009,27#12060|26#2100,hp#77616|atk#2762|sklP#230,pet_skill_6012
6012045,45,6012046,6012001,1#2139338|27#1110,27#13069|26#2100,hp#80850|atk#2813|sklP#230,pet_skill_6012
6012046,46,6012047,6012001,1#2179338|27#1221,27#14179|26#2100,hp#84084|atk#2864|sklP#240,pet_skill_6012
6012047,47,6012048,6012001,1#2219338|27#1343,27#15400|26#2100,hp#87318|atk#2915|sklP#240,pet_skill_6012
6012048,48,6012049,6012001,1#2259338|27#1477,27#16743|26#2100,hp#90552|atk#2966|sklP#240,pet_skill_6012
6012049,49,6012050,6012001,1#2299338|27#1625,27#18220|26#2100,hp#93786|atk#3017|sklP#240,pet_skill_6012
6012050,50,0,6012001,,27#19845|26#2100,hp#97020|atk#3068|sklP#250,pet_skill_6012
6013001,1,6013002,6013001,1#932187|27#158,27#0|26#4100,hp#1779|atk#113|miss#30,pet_skill_6013
6013002,2,6013003,6013001,1#966713|27#164,27#158|26#4100,hp#3557|atk#225|miss#30,pet_skill_6013
6013003,3,6013004,6013001,1#1001238|27#171,27#322|26#4100,hp#5336|atk#338|miss#30,pet_skill_6013
6013004,4,6013005,6013001,1#1063757|27#176,27#493|26#4100,hp#7115|atk#450|miss#60,pet_skill_6013
6013005,5,6013006,6013001,1#1099216|27#181,27#669|26#4100,hp#8893|atk#563|miss#60,pet_skill_6013
6013006,6,6013007,6013001,1#1164534|27#188,27#850|26#4100,hp#10672|atk#675|miss#60,pet_skill_6013
6013007,7,6013008,6013001,1#1200926|27#194,27#1038|26#4100,hp#12451|atk#789|miss#90,pet_skill_6013
6013008,8,6013009,6013001,1#1237318|27#199,27#1232|26#4100,hp#14229|atk#901|miss#90,pet_skill_6013
6013009,9,6013010,6013001,1#1306368|27#206,27#1431|26#4100,hp#16008|atk#1014|miss#90,pet_skill_6013
6013010,10,6013011,6013001,1#1343693|27#211,27#1637|26#4100,hp#17787|atk#1127|miss#120,pet_skill_6013
6013011,11,6013012,6013001,1#1415544|27#216,27#1848|26#4100,hp#19566|atk#1239|miss#120,pet_skill_6013
6013012,12,6013013,6013001,1#1453801|27#223,27#2064|26#4100,hp#21345|atk#1352|miss#120,pet_skill_6013
6013013,13,6013014,6013001,1#1492059|27#229,27#2287|26#4100,hp#23123|atk#1464|miss#150,pet_skill_6013
6013014,14,6013015,6013001,1#1567642|27#234,27#2516|26#4100,hp#24902|atk#1577|miss#150,pet_skill_6013
6013015,15,6013016,6013001,1#1606833|27#241,27#2750|26#4100,hp#26681|atk#1689|miss#150,pet_skill_6013
6013016,16,6013017,6013001,1#1685215|27#246,27#2991|26#4100,hp#28459|atk#1802|miss#180,pet_skill_6013
6013017,17,6013018,6013001,1#1725339|27#252,27#3237|26#4100,hp#30238|atk#1914|miss#180,pet_skill_6013
6013018,18,6013019,6013001,1#1765464|27#258,27#3489|26#4100,hp#32017|atk#2027|miss#180,pet_skill_6013
6013019,19,6013020,6013001,1#1847578|27#264,27#3747|26#4100,hp#33795|atk#2140|miss#210,pet_skill_6013
6013020,20,6013021,6013001,1#1888635|27#269,27#4011|26#4100,hp#35574|atk#2252|miss#210,pet_skill_6013
6013021,21,6013022,6013001,1#1973549|27#276,27#4280|26#4100,hp#37353|atk#2366|miss#210,pet_skill_6013
6013022,22,6013023,6013001,1#2015540|27#281,27#4556|26#4100,hp#39131|atk#2478|miss#240,pet_skill_6013
6013023,23,6013024,6013001,1#2057530|27#287,27#4837|26#4100,hp#40910|atk#2591|miss#240,pet_skill_6013
6013024,24,6013025,6013001,1#2146176|27#292,27#5124|26#4100,hp#42689|atk#2703|miss#240,pet_skill_6013
6013025,25,6013026,6013001,1#2189100|27#299,27#5416|26#4100,hp#44467|atk#2816|miss#270,pet_skill_6013
6013026,26,6013027,6013001,1#2280546|27#304,27#5715|26#4100,hp#46246|atk#2928|miss#270,pet_skill_6013
6013027,27,6013028,6013001,1#2324402|27#310,27#6019|26#4100,hp#48025|atk#3041|miss#270,pet_skill_6013
6013028,28,6013029,6013001,1#2368259|27#316,27#6329|26#4100,hp#49803|atk#3154|miss#300,pet_skill_6013
6013029,29,6013030,6013001,1#2463437|27#322,27#6645|26#4100,hp#51582|atk#3266|miss#300,pet_skill_6013
6013030,30,6013031,6013001,1#2518437|27#354,27#6967|26#4100,hp#53900|atk#3413|miss#300,pet_skill_6013
6013031,31,6013032,6013001,1#2573437|27#389,27#7321|26#4100,hp#59290|atk#3498|miss#300,pet_skill_6013
6013032,32,6013033,6013001,1#2628437|27#428,27#7710|26#4100,hp#64680|atk#3583|miss#300,pet_skill_6013
6013033,33,6013034,6013001,1#2683437|27#471,27#8138|26#4100,hp#70070|atk#3668|miss#300,pet_skill_6013
6013034,34,6013035,6013001,1#2738437|27#518,27#8609|26#4100,hp#75460|atk#3753|miss#320,pet_skill_6013
6013035,35,6013036,6013001,1#2793437|27#570,27#9127|26#4100,hp#80850|atk#3838|miss#320,pet_skill_6013
6013036,36,6013037,6013001,1#2848437|27#627,27#9697|26#4100,hp#86240|atk#3923|miss#320,pet_skill_6013
6013037,37,6013038,6013001,1#2903437|27#690,27#10324|26#4100,hp#91630|atk#4008|miss#320,pet_skill_6013
6013038,38,6013039,6013001,1#2958437|27#759,27#11014|26#4100,hp#97020|atk#4093|miss#340,pet_skill_6013
6013039,39,6013040,6013001,1#3013437|27#835,27#11773|26#4100,hp#102410|atk#4178|miss#340,pet_skill_6013
6013040,40,6013041,6013001,1#3068437|27#919,27#12608|26#4100,hp#107800|atk#4263|miss#340,pet_skill_6013
6013041,41,6013042,6013001,1#3123437|27#1011,27#13527|26#4100,hp#113190|atk#4348|miss#340,pet_skill_6013
6013042,42,6013043,6013001,1#3178437|27#1112,27#14538|26#4100,hp#118580|atk#4433|miss#360,pet_skill_6013
6013043,43,6013044,6013001,1#3233437|27#1223,27#15650|26#4100,hp#123970|atk#4518|miss#360,pet_skill_6013
6013044,44,6013045,6013001,1#3288437|27#1345,27#16873|26#4100,hp#129360|atk#4603|miss#360,pet_skill_6013
6013045,45,6013046,6013001,1#3343437|27#1480,27#18218|26#4100,hp#134750|atk#4688|miss#360,pet_skill_6013
6013046,46,6013047,6013001,1#3398437|27#1628,27#19698|26#4100,hp#140140|atk#4773|miss#380,pet_skill_6013
6013047,47,6013048,6013001,1#3453437|27#1791,27#21326|26#4100,hp#145530|atk#4858|miss#380,pet_skill_6013
6013048,48,6013049,6013001,1#3508437|27#1970,27#23117|26#4100,hp#150920|atk#4943|miss#380,pet_skill_6013
6013049,49,6013050,6013001,1#3563437|27#2167,27#25087|26#4100,hp#156310|atk#5028|miss#380,pet_skill_6013
6013050,50,0,6013001,,27#27254|26#4100,hp#161700|atk#5113|miss#400,pet_skill_6013
6014001,1,6014002,6014001,1#1606833|27#241,27#0|26#8300,hp#3202|atk#150|spd#4,pet_skill_6014
6014002,2,6014003,6014001,1#1685215|27#246,27#241|26#8300,hp#6404|atk#300|spd#4,pet_skill_6014
6014003,3,6014004,6014001,1#1725339|27#252,27#487|26#8300,hp#9605|atk#450|spd#4,pet_skill_6014
6014004,4,6014005,6014001,1#1806521|27#258,27#739|26#8300,hp#12807|atk#600|spd#8,pet_skill_6014
6014005,5,6014006,6014001,1#1847578|27#264,27#997|26#8300,hp#16008|atk#750|spd#8,pet_skill_6014
6014006,6,6014007,6014001,1#1888635|27#269,27#1261|26#8300,hp#19210|atk#900|spd#8,pet_skill_6014
6014007,7,6014008,6014001,1#1973549|27#276,27#1530|26#8300,hp#22411|atk#1051|spd#12,pet_skill_6014
6014008,8,6014009,6014001,1#2015540|27#281,27#1806|26#8300,hp#25613|atk#1202|spd#12,pet_skill_6014
6014009,9,6014010,6014001,1#2103253|27#287,27#2087|26#8300,hp#28815|atk#1352|spd#12,pet_skill_6014
6014010,10,6014011,6014001,1#2146176|27#292,27#2374|26#8300,hp#32017|atk#1502|spd#16,pet_skill_6014
6014011,11,6014012,6014001,1#2189100|27#299,27#2666|26#8300,hp#35218|atk#1652|spd#16,pet_skill_6014
6014012,12,6014013,6014001,1#2280546|27#304,27#2965|26#8300,hp#38420|atk#1802|spd#16,pet_skill_6014
6014013,13,6014014,6014001,1#2324402|27#310,27#3269|26#8300,hp#41622|atk#1952|spd#20,pet_skill_6014
6014014,14,6014015,6014001,1#2418648|27#316,27#3579|26#8300,hp#44823|atk#2102|spd#20,pet_skill_6014
6014015,15,6014016,6014001,1#2463437|27#322,27#3895|26#8300,hp#48025|atk#2252|spd#20,pet_skill_6014
6014016,16,6014017,6014001,1#2508227|27#327,27#4217|26#8300,hp#51226|atk#2402|spd#24,pet_skill_6014
6014017,17,6014018,6014001,1#2606205|27#334,27#4544|26#8300,hp#54428|atk#2552|spd#24,pet_skill_6014
6014018,18,6014019,6014001,1#2651928|27#339,27#4878|26#8300,hp#57630|atk#2703|spd#24,pet_skill_6014
6014019,19,6014020,6014001,1#2752704|27#345,27#5217|26#8300,hp#60832|atk#2853|spd#28,pet_skill_6014
6014020,20,6014021,6014001,1#2799360|27#351,27#5562|26#8300,hp#64033|atk#3003|spd#28,pet_skill_6014
6014021,21,6014022,6014001,1#2846016|27#357,27#5913|26#8300,hp#67235|atk#3153|spd#28,pet_skill_6014
6014022,22,6014023,6014001,1#2950526|27#362,27#6270|26#8300,hp#70437|atk#3303|spd#32,pet_skill_6014
6014023,23,6014024,6014001,1#2998115|27#369,27#6632|26#8300,hp#73638|atk#3453|spd#32,pet_skill_6014
6014024,24,6014025,6014001,1#3105424|27#374,27#7001|26#8300,hp#76839|atk#3604|spd#32,pet_skill_6014
6014025,25,6014026,6014001,1#3153946|27#380,27#7375|26#8300,hp#80041|atk#3754|spd#36,pet_skill_6014
6014026,26,6014027,6014001,1#3202468|27#387,27#7755|26#8300,hp#83243|atk#3904|spd#36,pet_skill_6014
6014027,27,6014028,6014001,1#3313510|27#392,27#8142|26#8300,hp#86445|atk#4054|spd#36,pet_skill_6014
6014028,28,6014029,6014001,1#3362965|27#397,27#8534|26#8300,hp#89647|atk#4204|spd#40,pet_skill_6014
6014029,29,6014030,6014001,1#3476806|27#404,27#8931|26#8300,hp#92848|atk#4354|spd#40,pet_skill_6014
6014030,30,6014031,6014001,1#3544806|27#444,27#9335|26#8300,hp#97020|atk#4550|spd#40,pet_skill_6014
6014031,31,6014032,6014001,1#3612806|27#488,27#9779|26#8300,hp#106722|atk#4663|spd#41,pet_skill_6014
6014032,32,6014033,6014001,1#3680806|27#537,27#10267|26#8300,hp#116424|atk#4776|spd#42,pet_skill_6014
6014033,33,6014034,6014001,1#3748806|27#591,27#10804|26#8300,hp#126126|atk#4889|spd#43,pet_skill_6014
6014034,34,6014035,6014001,1#3816806|27#650,27#11395|26#8300,hp#135828|atk#5002|spd#44,pet_skill_6014
6014035,35,6014036,6014001,1#3884806|27#715,27#12045|26#8300,hp#145530|atk#5115|spd#45,pet_skill_6014
6014036,36,6014037,6014001,1#3952806|27#787,27#12760|26#8300,hp#155232|atk#5228|spd#46,pet_skill_6014
6014037,37,6014038,6014001,1#4020806|27#866,27#13547|26#8300,hp#164934|atk#5341|spd#47,pet_skill_6014
6014038,38,6014039,6014001,1#4088806|27#953,27#14413|26#8300,hp#174636|atk#5454|spd#48,pet_skill_6014
6014039,39,6014040,6014001,1#4156806|27#1048,27#15366|26#8300,hp#184338|atk#5567|spd#49,pet_skill_6014
6014040,40,6014041,6014001,1#4224806|27#1153,27#16414|26#8300,hp#194040|atk#5680|spd#50,pet_skill_6014
6014041,41,6014042,6014001,1#4292806|27#1268,27#17567|26#8300,hp#203742|atk#5793|spd#51,pet_skill_6014
6014042,42,6014043,6014001,1#4360806|27#1395,27#18835|26#8300,hp#213444|atk#5906|spd#52,pet_skill_6014
6014043,43,6014044,6014001,1#4428806|27#1535,27#20230|26#8300,hp#223146|atk#6019|spd#53,pet_skill_6014
6014044,44,6014045,6014001,1#4496806|27#1689,27#21765|26#8300,hp#232848|atk#6132|spd#54,pet_skill_6014
6014045,45,6014046,6014001,1#4564806|27#1858,27#23454|26#8300,hp#242550|atk#6245|spd#55,pet_skill_6014
6014046,46,6014047,6014001,1#4632806|27#2044,27#25312|26#8300,hp#252252|atk#6358|spd#56,pet_skill_6014
6014047,47,6014048,6014001,1#4700806|27#2248,27#27356|26#8300,hp#261954|atk#6471|spd#57,pet_skill_6014
6014048,48,6014049,6014001,1#4768806|27#2473,27#29604|26#8300,hp#271656|atk#6584|spd#58,pet_skill_6014
6014049,49,6014050,6014001,1#4836806|27#2720,27#32077|26#8300,hp#281358|atk#6697|spd#59,pet_skill_6014
6014050,50,0,6014001,,27#34797|26#8300,hp#291060|atk#6810|spd#60,pet_skill_6014
7011001,1,7011002,7011001,1#24262|27#7,27#0|26#0,hp#613|atk#33,pet_skill_7011
7011002,2,7011003,7011001,1#45350|27#11,27#7|26#0,hp#1225|atk#67,pet_skill_7011
7011003,3,7011004,7011001,1#65506|27#17,27#18|26#0,hp#1838|atk#100,pet_skill_7011
