id,name,水鏡深戀淨靈皮膚,type,pos,qlt,star,item_lv,price,base1,base2,base3,skill_id,ex_skill,group,job,act,form,suit_name,suit1,suit2,suit3,suit_skills,icon,formula,need_formula,treasure_upgrade,treasure_all_upgrade,treasure_refresh,treasure_lock_up,treasure_max,treasure_weight,artifact_exp,artifact_upg,artifact_next,initial_artifact,power,partner_model,avatar,fx_index,get_ways
6152,-1,-1,11,6,5,3,24,240000,ms#0.3,atk#920,,,,2,,atkP#0.08,,,,,,,6108,,,,,,,,,8160,2880,6174,6108,740,,,,
6153,-1,-1,11,6,5,3,24,240000,ms#0.3,atk#920,,,,2,,sklP#250,,,,,,,6109,,,,,,,,,8160,2880,6175,6109,740,,,,
6154,-1,-1,11,6,5,3,24,240000,zs#0.3,atk#920,,,,3,,hpP#0.12,,,,,,,6110,,,,,,,,,8160,2880,6176,6110,740,,,,
6155,-1,-1,11,6,5,3,24,240000,ck#0.3,atk#920,,,,3,,atkP#0.08,,,,,,,6111,,,,,,,,,8160,2880,6177,6111,740,,,,
6156,-1,-1,11,6,5,3,24,240000,yx#0.3,atk#920,,,,3,,crit#180,,,,,,,6112,,,,,,,,,8160,2880,6178,6112,740,,,,
6157,-1,-1,11,6,5,3,24,240000,fs#0.3,atk#920,,,,4,,critTime#500,,,,,,,6113,,,,,,,,,8160,2880,6179,6113,740,,,,
6158,-1,-1,11,6,5,3,24,240000,decDmg#140,hpP#0.07,,,,4,,hpP#0.12,,,,,,,6114,,,,,,,,,8160,2880,6180,6114,740,,,,
6159,-1,-1,11,6,5,3,24,240000,spd#29,hpP#0.07,,,,4,,crit#180,,,,,,,6115,,,,,,,,,8160,2880,6181,6115,740,,,,
6160,-1,-1,11,6,5,3,24,240000,atkP#0.09,hit#100,,,,5,,sklP#250,,,,,,,6116,,,,,,,,,8160,2880,6182,6116,740,,,,
6161,-1,-1,11,6,5,3,24,240000,decDmg#140,hpP#0.07,,,,6,,trueAtk#120,,,,,,,6117,,,,,,,,,8160,2880,6183,6117,740,,,,
6162,-1,-1,11,6,5,4,25,280000,zs#0.34,atk#1040,,,,,,,,,,,,,6096,,,,,,,,,11040,2880,6184,6096,840,,,,
6163,-1,-1,11,6,5,4,25,280000,ck#0.34,atk#1040,,,,,,,,,,,,,6097,,,,,,,,,11040,2880,6185,6097,840,,,,
6164,-1,-1,11,6,5,4,25,280000,yx#0.34,atk#1040,,,,,,,,,,,,,6098,,,,,,,,,11040,2880,6186,6098,840,,,,
6165,-1,-1,11,6,5,4,25,280000,fs#0.34,atk#1040,,,,,,,,,,,,,6099,,,,,,,,,11040,2880,6187,6099,840,,,,
6166,-1,-1,11,6,5,4,25,280000,ms#0.34,atk#1040,,,,,,,,,,,,,6100,,,,,,,,,11040,2880,6188,6100,840,,,,
6167,-1,-1,11,6,5,4,25,280000,spd#34,hpP#0.08,,,,,,,,,,,,,6101,,,,,,,,,11040,2880,6189,6101,840,,,,
6168,-1,-1,11,6,5,4,25,280000,atkP#0.1,hit#120,,,,,,,,,,,,,6102,,,,,,,,,11040,2880,6190,6102,840,,,,
6169,-1,-1,11,6,5,4,25,280000,decDmg#160,hpP#0.08,,,,,,,,,,,,,6103,,,,,,,,,11040,2880,6191,6103,840,,,,
6170,-1,-1,11,6,5,4,26,280000,zs#0.34,atk#1040,,,,1,,brk#200,,,,,,,6104,,,,,,,,,11040,2880,6192,6104,840,,,,
6171,-1,-1,11,6,5,4,26,280000,ck#0.34,atk#1040,,,,1,,hpP#0.12,,,,,,,6105,,,,,,,,,11040,2880,6193,6105,840,,,,
6172,-1,-1,11,6,5,4,26,280000,yx#0.34,atk#1040,,,,1,,atkP#0.08,,,,,,,6106,,,,,,,,,11040,2880,6194,6106,840,,,,
6173,-1,-1,11,6,5,4,26,280000,fs#0.34,atk#1040,,,,2,,hpP#0.12,,,,,,,6107,,,,,,,,,11040,2880,6195,6107,840,,,,
6174,-1,-1,11,6,5,4,26,280000,ms#0.34,atk#1040,,,,2,,atkP#0.08,,,,,,,6108,,,,,,,,,11040,2880,6196,6108,840,,,,
6175,-1,-1,11,6,5,4,26,280000,ms#0.34,atk#1040,,,,2,,sklP#250,,,,,,,6109,,,,,,,,,11040,2880,6197,6109,840,,,,
6176,-1,-1,11,6,5,4,26,280000,zs#0.34,atk#1040,,,,3,,hpP#0.12,,,,,,,6110,,,,,,,,,11040,2880,6198,6110,840,,,,
6177,-1,-1,11,6,5,4,26,280000,ck#0.34,atk#1040,,,,3,,atkP#0.08,,,,,,,6111,,,,,,,,,11040,2880,6199,6111,840,,,,
6178,-1,-1,11,6,5,4,26,280000,yx#0.34,atk#1040,,,,3,,crit#180,,,,,,,6112,,,,,,,,,11040,2880,6200,6112,840,,,,
6179,-1,-1,11,6,5,4,26,280000,fs#0.34,atk#1040,,,,4,,critTime#500,,,,,,,6113,,,,,,,,,11040,2880,6201,6113,840,,,,
6180,-1,-1,11,6,5,4,26,280000,decDmg#160,hpP#0.08,,,,4,,hpP#0.12,,,,,,,6114,,,,,,,,,11040,2880,6202,6114,840,,,,
6181,-1,-1,11,6,5,4,26,280000,spd#34,hpP#0.08,,,,4,,crit#180,,,,,,,6115,,,,,,,,,11040,2880,6203,6115,840,,,,
6182,-1,-1,11,6,5,4,26,280000,atkP#0.1,hit#120,,,,5,,sklP#250,,,,,,,6116,,,,,,,,,11040,2880,6204,6116,840,,,,
6183,-1,-1,11,6,5,4,26,280000,decDmg#160,hpP#0.08,,,,6,,trueAtk#120,,,,,,,6117,,,,,,,,,11040,2880,6205,6117,840,,,,
6184,-1,-1,11,6,5,5,27,320000,zs#0.38,atk#1160,,,,,,,,,,,,,6096,,,,,,,,,13920,2880,6206,6096,960,,,,
6185,-1,-1,11,6,5,5,27,320000,ck#0.38,atk#1160,,,,,,,,,,,,,6097,,,,,,,,,13920,2880,6207,6097,960,,,,
6186,-1,-1,11,6,5,5,27,320000,yx#0.38,atk#1160,,,,,,,,,,,,,6098,,,,,,,,,13920,2880,6208,6098,960,,,,
6187,-1,-1,11,6,5,5,27,320000,fs#0.38,atk#1160,,,,,,,,,,,,,6099,,,,,,,,,13920,2880,6209,6099,960,,,,
6188,-1,-1,11,6,5,5,27,320000,ms#0.38,atk#1160,,,,,,,,,,,,,6100,,,,,,,,,13920,2880,6210,6100,960,,,,
6189,-1,-1,11,6,5,5,27,320000,spd#38,hpP#0.09,,,,,,,,,,,,,6101,,,,,,,,,13920,2880,6211,6101,960,,,,
6190,-1,-1,11,6,5,5,27,320000,atkP#0.11,hit#140,,,,,,,,,,,,,6102,,,,,,,,,13920,2880,6212,6102,960,,,,
6191,-1,-1,11,6,5,5,27,320000,decDmg#180,hpP#0.09,,,,,,,,,,,,,6103,,,,,,,,,13920,2880,6213,6103,960,,,,
6192,-1,-1,11,6,5,5,28,320000,zs#0.38,atk#1160,,,,1,,brk#200,,,,,,,6104,,,,,,,,,13920,2880,6214,6104,960,,,,
6193,-1,-1,11,6,5,5,28,320000,ck#0.38,atk#1160,,,,1,,hpP#0.12,,,,,,,6105,,,,,,,,,13920,2880,6215,6105,960,,,,
6194,-1,-1,11,6,5,5,28,320000,yx#0.38,atk#1160,,,,1,,atkP#0.08,,,,,,,6106,,,,,,,,,13920,2880,6216,6106,960,,,,
6195,-1,-1,11,6,5,5,28,320000,fs#0.38,atk#1160,,,,2,,hpP#0.12,,,,,,,6107,,,,,,,,,13920,2880,6217,6107,960,,,,
6196,-1,-1,11,6,5,5,28,320000,ms#0.38,atk#1160,,,,2,,atkP#0.08,,,,,,,6108,,,,,,,,,13920,2880,6218,6108,960,,,,
6197,-1,-1,11,6,5,5,28,320000,ms#0.38,atk#1160,,,,2,,sklP#250,,,,,,,6109,,,,,,,,,13920,2880,6219,6109,960,,,,
6198,-1,-1,11,6,5,5,28,320000,zs#0.38,atk#1160,,,,3,,hpP#0.12,,,,,,,6110,,,,,,,,,13920,2880,6220,6110,960,,,,
6199,-1,-1,11,6,5,5,28,320000,ck#0.38,atk#1160,,,,3,,atkP#0.08,,,,,,,6111,,,,,,,,,13920,2880,6221,6111,960,,,,
6200,-1,-1,11,6,5,5,28,320000,yx#0.38,atk#1160,,,,3,,crit#180,,,,,,,6112,,,,,,,,,13920,2880,6222,6112,960,,,,
6201,-1,-1,11,6,5,5,28,320000,fs#0.38,atk#1160,,,,4,,critTime#500,,,,,,,6113,,,,,,,,,13920,2880,6223,6113,960,,,,
6202,-1,-1,11,6,5,5,28,320000,decDmg#180,hpP#0.09,,,,4,,hpP#0.12,,,,,,,6114,,,,,,,,,13920,2880,6224,6114,960,,,,
6203,-1,-1,11,6,5,5,28,320000,spd#38,hpP#0.09,,,,4,,crit#180,,,,,,,6115,,,,,,,,,13920,2880,6225,6115,960,,,,
6204,-1,-1,11,6,5,5,28,320000,atkP#0.11,hit#140,,,,5,,sklP#250,,,,,,,6116,,,,,,,,,13920,2880,6226,6116,960,,,,
6205,-1,-1,11,6,5,5,28,320000,decDmg#180,hpP#0.09,,,,6,,trueAtk#120,,,,,,,6117,,,,,,,,,13920,2880,6227,6117,960,,,,
6206,-1,-1,11,6,5,6,29,360000,zs#0.42,atk#1280,,,,,,,,,,,,,6096,,,,,,,,,16800,,,6096,1060,,,,
6207,-1,-1,11,6,5,6,29,360000,ck#0.42,atk#1280,,,,,,,,,,,,,6097,,,,,,,,,16800,,,6097,1060,,,,
6208,-1,-1,11,6,5,6,29,360000,yx#0.42,atk#1280,,,,,,,,,,,,,6098,,,,,,,,,16800,,,6098,1060,,,,
6209,-1,-1,11,6,5,6,29,360000,fs#0.42,atk#1280,,,,,,,,,,,,,6099,,,,,,,,,16800,,,6099,1060,,,,
6210,-1,-1,11,6,5,6,29,360000,ms#0.42,atk#1280,,,,,,,,,,,,,6100,,,,,,,,,16800,,,6100,1060,,,,
6211,-1,-1,11,6,5,6,29,360000,spd#42,hpP#0.1,,,,,,,,,,,,,6101,,,,,,,,,16800,,,6101,1060,,,,
6212,-1,-1,11,6,5,6,29,360000,atkP#0.12,hit#160,,,,,,,,,,,,,6102,,,,,,,,,16800,,,6102,1060,,,,
6213,-1,-1,11,6,5,6,29,360000,decDmg#200,hpP#0.1,,,,,,,,,,,,,6103,,,,,,,,,16800,,,6103,1060,,,,
6214,-1,-1,11,6,5,6,30,360000,zs#0.42,atk#1280,,,,1,,brk#200,,,,,,,6104,,,,,,,,,16800,,,6104,1060,,,,
6215,-1,-1,11,6,5,6,30,360000,ck#0.42,atk#1280,,,,1,,hpP#0.12,,,,,,,6105,,,,,,,,,16800,,,6105,1060,,,,
6216,-1,-1,11,6,5,6,30,360000,yx#0.42,atk#1280,,,,1,,atkP#0.08,,,,,,,6106,,,,,,,,,16800,,,6106,1060,,,,
6217,-1,-1,11,6,5,6,30,360000,fs#0.42,atk#1280,,,,2,,hpP#0.12,,,,,,,6107,,,,,,,,,16800,,,6107,1060,,,,
6218,-1,-1,11,6,5,6,30,360000,ms#0.42,atk#1280,,,,2,,atkP#0.08,,,,,,,6108,,,,,,,,,16800,,,6108,1060,,,,
6219,-1,-1,11,6,5,6,30,360000,ms#0.42,atk#1280,,,,2,,sklP#250,,,,,,,6109,,,,,,,,,16800,,,6109,1060,,,,
6220,-1,-1,11,6,5,6,30,360000,zs#0.42,atk#1280,,,,3,,hpP#0.12,,,,,,,6110,,,,,,,,,16800,,,6110,1060,,,,
6221,-1,-1,11,6,5,6,30,360000,ck#0.42,atk#1280,,,,3,,atkP#0.08,,,,,,,6111,,,,,,,,,16800,,,6111,1060,,,,
6222,-1,-1,11,6,5,6,30,360000,yx#0.42,atk#1280,,,,3,,crit#180,,,,,,,6112,,,,,,,,,16800,,,6112,1060,,,,
6223,-1,-1,11,6,5,6,30,360000,fs#0.42,atk#1280,,,,4,,critTime#500,,,,,,,6113,,,,,,,,,16800,,,6113,1060,,,,
6224,-1,-1,11,6,5,6,30,360000,decDmg#200,hpP#0.1,,,,4,,hpP#0.12,,,,,,,6114,,,,,,,,,16800,,,6114,1060,,,,
6225,-1,-1,11,6,5,6,30,360000,spd#42,hpP#0.1,,,,4,,crit#180,,,,,,,6115,,,,,,,,,16800,,,6115,1060,,,,
6226,-1,-1,11,6,5,6,30,360000,atkP#0.12,hit#160,,,,5,,sklP#250,,,,,,,6116,,,,,,,,,16800,,,6116,1060,,,,
6227,-1,-1,11,6,5,6,30,360000,decDmg#200,hpP#0.1,,,,6,,trueAtk#120,,,,,,,6117,,,,,,,,,16800,,,6117,1060,,,,
6228,-1,-1,11,6,6,1,31,600000,zs#0.4,atk#1200,,,,,,,,,,,,,6228,,,,,,,,,3600,5760,6251,6228,900,,,,
6229,-1,-1,11,6,6,1,31,600000,ck#0.4,atk#1200,,,,,,,,,,,,,6229,,,,,,,,,3600,5760,6252,6229,900,,,,
6230,-1,-1,11,6,6,1,31,600000,yx#0.4,atk#1200,,,,,,,,,,,,,6230,,,,,,,,,3600,5760,6253,6230,900,,,,
6231,-1,-1,11,6,6,1,31,600000,fs#0.4,atk#1200,,,,,,,,,,,,,6231,,,,,,,,,3600,5760,6254,6231,900,,,,
6232,-1,-1,11,6,6,1,31,600000,ms#0.4,atk#1200,,,,,,,,,,,,,6232,,,,,,,,,3600,5760,6255,6232,900,,,,
6233,-1,-1,11,6,6,1,31,600000,spd#36,hpP#0.09,,,,,,,,,,,,,6233,,,,,,,,,3600,5760,6256,6233,900,,,,
6234,-1,-1,11,6,6,1,31,600000,atkP#0.105,hit#140,,,,,,,,,,,,,6234,,,,,,,,,3600,5760,6257,6234,900,,,,
6235,-1,-1,11,6,6,1,31,600000,decDmg#150,hpP#0.09,,,,,,,,,,,,,2064,,,,,,,,,3600,5760,6258,2064,900,,,,
6236,-1,-1,11,6,6,1,31,600000,energy#25,sklP#250,,,,,,,,,,,,,6236,,,,,,,,,3600,5760,6259,6236,900,,,,
6237,-1,-1,11,6,6,1,31,600000,zs#0.4,atk#1200,,,,1,,brk#300,,,,,,,6237,,,,,,,,,3600,5760,6260,6237,900,,,,
6238,-1,-1,11,6,6,1,31,600000,ck#0.4,atk#1200,,,,1,,hpP#0.18,,,,,,,6238,,,,,,,,,3600,5760,6261,6238,900,,,,
6239,-1,-1,11,6,6,1,31,600000,yx#0.4,atk#1200,,,,1,,atkP#0.14,,,,,,,6239,,,,,,,,,3600,5760,6262,6239,900,,,,
6240,-1,-1,11,6,6,1,31,600000,fs#0.4,atk#1200,,,,2,,hpP#0.18,,,,,,,6240,,,,,,,,,3600,5760,6263,6240,900,,,,
6241,-1,-1,11,6,6,1,31,600000,ms#0.4,atk#1200,,,,2,,atkP#0.14,,,,,,,6241,,,,,,,,,3600,5760,6264,6241,900,,,,
6242,-1,-1,11,6,6,1,31,600000,ms#0.4,atk#1200,,,,2,,sklP#400,,,,,,,6242,,,,,,,,,3600,5760,6265,6242,900,,,,
6243,-1,-1,11,6,6,1,31,600000,zs#0.4,atk#1200,,,,3,,hpP#0.18,,,,,,,6243,,,,,,,,,3600,5760,6266,6243,900,,,,
6244,-1,-1,11,6,6,1,31,600000,ck#0.4,atk#1200,,,,3,,atkP#0.14,,,,,,,6244,,,,,,,,,3600,5760,6267,6244,900,,,,
6245,-1,-1,11,6,6,1,31,600000,yx#0.4,atk#1200,,,,3,,crit#300,,,,,,,6245,,,,,,,,,3600,5760,6268,6245,900,,,,
6246,-1,-1,11,6,6,1,31,600000,fs#0.4,atk#1200,,,,4,,critTime#800,,,,,,,6246,,,,,,,,,3600,5760,6269,6246,900,,,,
6247,-1,-1,11,6,6,1,31,600000,decDmg#150,hpP#0.09,,,,4,,hpP#0.18,,,,,,,6247,,,,,,,,,3600,5760,6270,6247,900,,,,
6248,-1,-1,11,6,6,1,31,600000,spd#36,hpP#0.09,,,,4,,crit#300,,,,,,,6248,,,,,,,,,3600,5760,6271,6248,900,,,,
6249,-1,-1,11,6,6,1,31,600000,energy#25,sklP#250,,,,5,,sklP#400,,,,,,,6249,,,,,,,,,3600,5760,6272,6249,900,,,,
6250,-1,-1,11,6,6,1,31,600000,decDmg#150,hpP#0.09,,,,6,,trueAtk#180,,,,,,,6250,,,,,,,,,3600,5760,6273,6250,900,,,,
6251,-1,-1,11,6,6,2,32,700000,zs#0.5,atk#1500,,,,,,,,,,,,,6228,,,,,,,,,9360,5760,6274,6228,1060,,,,
6252,-1,-1,11,6,6,2,32,700000,ck#0.5,atk#1500,,,,,,,,,,,,,6229,,,,,,,,,9360,5760,6275,6229,1060,,,,
6253,-1,-1,11,6,6,2,32,700000,yx#0.5,atk#1500,,,,,,,,,,,,,6230,,,,,,,,,9360,5760,6276,6230,1060,,,,
6254,-1,-1,11,6,6,2,32,700000,fs#0.5,atk#1500,,,,,,,,,,,,,6231,,,,,,,,,9360,5760,6277,6231,1060,,,,
6255,-1,-1,11,6,6,2,32,700000,ms#0.5,atk#1500,,,,,,,,,,,,,6232,,,,,,,,,9360,5760,6278,6232,1060,,,,
6256,-1,-1,11,6,6,2,32,700000,spd#42,hpP#0.1,,,,,,,,,,,,,6233,,,,,,,,,9360,5760,6279,6233,1060,,,,
6257,-1,-1,11,6,6,2,32,700000,atkP#0.12,hit#160,,,,,,,,,,,,,6234,,,,,,,,,9360,5760,6280,6234,1060,,,,
6258,-1,-1,11,6,6,2,32,700000,decDmg#180,hpP#0.1,,,,,,,,,,,,,2064,,,,,,,,,9360,5760,6281,2064,1060,,,,
6259,-1,-1,11,6,6,2,32,700000,energy#30,sklP#300,,,,,,,,,,,,,6236,,,,,,,,,9360,5760,6282,6236,1060,,,,
6260,-1,-1,11,6,6,2,32,700000,zs#0.5,atk#1500,,,,1,,brk#300,,,,,,,6237,,,,,,,,,9360,5760,6283,6237,1060,,,,
6261,-1,-1,11,6,6,2,32,700000,ck#0.5,atk#1500,,,,1,,hpP#0.18,,,,,,,6238,,,,,,,,,9360,5760,6284,6238,1060,,,,
6262,-1,-1,11,6,6,2,32,700000,yx#0.5,atk#1500,,,,1,,atkP#0.14,,,,,,,6239,,,,,,,,,9360,5760,6285,6239,1060,,,,
6263,-1,-1,11,6,6,2,32,700000,fs#0.5,atk#1500,,,,2,,hpP#0.18,,,,,,,6240,,,,,,,,,9360,5760,6286,6240,1060,,,,
6264,-1,-1,11,6,6,2,32,700000,ms#0.5,atk#1500,,,,2,,atkP#0.14,,,,,,,6241,,,,,,,,,9360,5760,6287,6241,1060,,,,
6265,-1,-1,11,6,6,2,32,700000,ms#0.5,atk#1500,,,,2,,sklP#400,,,,,,,6242,,,,,,,,,9360,5760,6288,6242,1060,,,,
6266,-1,-1,11,6,6,2,32,700000,zs#0.5,atk#1500,,,,3,,hpP#0.18,,,,,,,6243,,,,,,,,,9360,5760,6289,6243,1060,,,,
6267,-1,-1,11,6,6,2,32,700000,ck#0.5,atk#1500,,,,3,,atkP#0.14,,,,,,,6244,,,,,,,,,9360,5760,6290,6244,1060,,,,
6268,-1,-1,11,6,6,2,32,700000,yx#0.5,atk#1500,,,,3,,crit#300,,,,,,,6245,,,,,,,,,9360,5760,6291,6245,1060,,,,
6269,-1,-1,11,6,6,2,32,700000,fs#0.5,atk#1500,,,,4,,critTime#800,,,,,,,6246,,,,,,,,,9360,5760,6292,6246,1060,,,,
6270,-1,-1,11,6,6,2,32,700000,decDmg#180,hpP#0.1,,,,4,,hpP#0.18,,,,,,,6247,,,,,,,,,9360,5760,6293,6247,1060,,,,
6271,-1,-1,11,6,6,2,32,700000,spd#42,hpP#0.1,,,,4,,crit#300,,,,,,,6248,,,,,,,,,9360,5760,6294,6248,1060,,,,
6272,-1,-1,11,6,6,2,32,700000,energy#30,sklP#300,,,,5,,sklP#400,,,,,,,6249,,,,,,,,,9360,5760,6295,6249,1060,,,,
6273,-1,-1,11,6,6,2,32,700000,decDmg#180,hpP#0.1,,,,6,,trueAtk#180,,,,,,,6250,,,,,,,,,9360,5760,6296,6250,1060,,,,
6274,-1,-1,11,6,6,3,33,800000,zs#0.6,atk#1800,,,,,,,,,,,,,6228,,,,,,,,,15120,5760,6297,6228,1200,,,,
6275,-1,-1,11,6,6,3,33,800000,ck#0.6,atk#1800,,,,,,,,,,,,,6229,,,,,,,,,15120,5760,6298,6229,1200,,,,
6276,-1,-1,11,6,6,3,33,800000,yx#0.6,atk#1800,,,,,,,,,,,,,6230,,,,,,,,,15120,5760,6299,6230,1200,,,,
6277,-1,-1,11,6,6,3,33,800000,fs#0.6,atk#1800,,,,,,,,,,,,,6231,,,,,,,,,15120,5760,6300,6231,1200,,,,
6278,-1,-1,11,6,6,3,33,800000,ms#0.6,atk#1800,,,,,,,,,,,,,6232,,,,,,,,,15120,5760,6301,6232,1200,,,,
6279,-1,-1,11,6,6,3,33,800000,spd#48,hpP#0.11,,,,,,,,,,,,,6233,,,,,,,,,15120,5760,6302,6233,1200,,,,
6280,-1,-1,11,6,6,3,33,800000,atkP#0.135,hit#180,,,,,,,,,,,,,6234,,,,,,,,,15120,5760,6303,6234,1200,,,,
6281,-1,-1,11,6,6,3,33,800000,decDmg#210,hpP#0.11,,,,,,,,,,,,,2064,,,,,,,,,15120,5760,6304,2064,1200,,,,
6282,-1,-1,11,6,6,3,33,800000,energy#35,sklP#350,,,,,,,,,,,,,6236,,,,,,,,,15120,5760,6305,6236,1200,,,,
6283,-1,-1,11,6,6,3,33,800000,zs#0.6,atk#1800,,,,1,,brk#300,,,,,,,6237,,,,,,,,,15120,5760,6306,6237,1200,,,,
6284,-1,-1,11,6,6,3,33,800000,ck#0.6,atk#1800,,,,1,,hpP#0.18,,,,,,,6238,,,,,,,,,15120,5760,6307,6238,1200,,,,
6285,-1,-1,11,6,6,3,33,800000,yx#0.6,atk#1800,,,,1,,atkP#0.14,,,,,,,6239,,,,,,,,,15120,5760,6308,6239,1200,,,,
6286,-1,-1,11,6,6,3,33,800000,fs#0.6,atk#1800,,,,2,,hpP#0.18,,,,,,,6240,,,,,,,,,15120,5760,6309,6240,1200,,,,
6287,-1,-1,11,6,6,3,33,800000,ms#0.6,atk#1800,,,,2,,atkP#0.14,,,,,,,6241,,,,,,,,,15120,5760,6310,6241,1200,,,,
6288,-1,-1,11,6,6,3,33,800000,ms#0.6,atk#1800,,,,2,,sklP#400,,,,,,,6242,,,,,,,,,15120,5760,6311,6242,1200,,,,
6289,-1,-1,11,6,6,3,33,800000,zs#0.6,atk#1800,,,,3,,hpP#0.18,,,,,,,6243,,,,,,,,,15120,5760,6312,6243,1200,,,,
6290,-1,-1,11,6,6,3,33,800000,ck#0.6,atk#1800,,,,3,,atkP#0.14,,,,,,,6244,,,,,,,,,15120,5760,6313,6244,1200,,,,
6291,-1,-1,11,6,6,3,33,800000,yx#0.6,atk#1800,,,,3,,crit#300,,,,,,,6245,,,,,,,,,15120,5760,6314,6245,1200,,,,
6292,-1,-1,11,6,6,3,33,800000,fs#0.6,atk#1800,,,,4,,critTime#800,,,,,,,6246,,,,,,,,,15120,5760,6315,6246,1200,,,,
6293,-1,-1,11,6,6,3,33,800000,decDmg#210,hpP#0.11,,,,4,,hpP#0.18,,,,,,,6247,,,,,,,,,15120,5760,6316,6247,1200,,,,
6294,-1,-1,11,6,6,3,33,800000,spd#48,hpP#0.11,,,,4,,crit#300,,,,,,,6248,,,,,,,,,15120,5760,6317,6248,1200,,,,
6295,-1,-1,11,6,6,3,33,800000,energy#35,sklP#350,,,,5,,sklP#400,,,,,,,6249,,,,,,,,,15120,5760,6318,6249,1200,,,,
6296,-1,-1,11,6,6,3,33,800000,decDmg#210,hpP#0.11,,,,6,,trueAtk#180,,,,,,,6250,,,,,,,,,15120,5760,6319,6250,1200,,,,
6297,-1,-1,11,6,6,4,34,900000,zs#0.7,atk#2100,,,,,,,,,,,,,6228,,,,,,,,,20880,5760,6320,6228,1360,,,,
6298,-1,-1,11,6,6,4,34,900000,ck#0.7,atk#2100,,,,,,,,,,,,,6229,,,,,,,,,20880,5760,6321,6229,1360,,,,
6299,-1,-1,11,6,6,4,34,900000,yx#0.7,atk#2100,,,,,,,,,,,,,6230,,,,,,,,,20880,5760,6322,6230,1360,,,,
6300,-1,-1,11,6,6,4,34,900000,fs#0.7,atk#2100,,,,,,,,,,,,,6231,,,,,,,,,20880,5760,6323,6231,1360,,,,
6301,-1,-1,11,6,6,4,34,900000,ms#0.7,atk#2100,,,,,,,,,,,,,6232,,,,,,,,,20880,5760,6324,6232,1360,,,,
6302,-1,-1,11,6,6,4,34,900000,spd#54,hpP#0.12,,,,,,,,,,,,,6233,,,,,,,,,20880,5760,6325,6233,1360,,,,
6303,-1,-1,11,6,6,4,34,900000,atkP#0.15,hit#200,,,,,,,,,,,,,6234,,,,,,,,,20880,5760,6326,6234,1360,,,,
6304,-1,-1,11,6,6,4,34,900000,decDmg#240,hpP#0.12,,,,,,,,,,,,,2064,,,,,,,,,20880,5760,6327,2064,1360,,,,
6305,-1,-1,11,6,6,4,34,900000,energy#40,sklP#400,,,,,,,,,,,,,6236,,,,,,,,,20880,5760,6328,6236,1360,,,,
6306,-1,-1,11,6,6,4,34,900000,zs#0.7,atk#2100,,,,1,,brk#300,,,,,,,6237,,,,,,,,,20880,5760,6329,6237,1360,,,,
6307,-1,-1,11,6,6,4,34,900000,ck#0.7,atk#2100,,,,1,,hpP#0.18,,,,,,,6238,,,,,,,,,20880,5760,6330,6238,1360,,,,
6308,-1,-1,11,6,6,4,34,900000,yx#0.7,atk#2100,,,,1,,atkP#0.14,,,,,,,6239,,,,,,,,,20880,5760,6331,6239,1360,,,,
6309,-1,-1,11,6,6,4,34,900000,fs#0.7,atk#2100,,,,2,,hpP#0.18,,,,,,,6240,,,,,,,,,20880,5760,6332,6240,1360,,,,
6310,-1,-1,11,6,6,4,34,900000,ms#0.7,atk#2100,,,,2,,atkP#0.14,,,,,,,6241,,,,,,,,,20880,5760,6333,6241,1360,,,,
6311,-1,-1,11,6,6,4,34,900000,ms#0.7,atk#2100,,,,2,,sklP#400,,,,,,,6242,,,,,,,,,20880,5760,6334,6242,1360,,,,
6312,-1,-1,11,6,6,4,34,900000,zs#0.7,atk#2100,,,,3,,hpP#0.18,,,,,,,6243,,,,,,,,,20880,5760,6335,6243,1360,,,,
6313,-1,-1,11,6,6,4,34,900000,ck#0.7,atk#2100,,,,3,,atkP#0.14,,,,,,,6244,,,,,,,,,20880,5760,6336,6244,1360,,,,
6314,-1,-1,11,6,6,4,34,900000,yx#0.7,atk#2100,,,,3,,crit#300,,,,,,,6245,,,,,,,,,20880,5760,6337,6245,1360,,,,
6315,-1,-1,11,6,6,4,34,900000,fs#0.7,atk#2100,,,,4,,critTime#800,,,,,,,6246,,,,,,,,,20880,5760,6338,6246,1360,,,,
6316,-1,-1,11,6,6,4,34,900000,decDmg#240,hpP#0.12,,,,4,,hpP#0.18,,,,,,,6247,,,,,,,,,20880,5760,6339,6247,1360,,,,
6317,-1,-1,11,6,6,4,34,900000,spd#54,hpP#0.12,,,,4,,crit#300,,,,,,,6248,,,,,,,,,20880,5760,6340,6248,1360,,,,
6318,-1,-1,11,6,6,4,34,900000,energy#40,sklP#400,,,,5,,sklP#400,,,,,,,6249,,,,,,,,,20880,5760,6341,6249,1360,,,,
6319,-1,-1,11,6,6,4,34,900000,decDmg#240,hpP#0.12,,,,6,,trueAtk#180,,,,,,,6250,,,,,,,,,20880,5760,6342,6250,1360,,,,
6320,-1,-1,11,6,6,5,35,1000000,zs#0.8,atk#2400,,,,,,,,,,,,,6228,,,,,,,,,26640,5760,6343,6228,1500,,,,
6321,-1,-1,11,6,6,5,35,1000000,ck#0.8,atk#2400,,,,,,,,,,,,,6229,,,,,,,,,26640,5760,6344,6229,1500,,,,
6322,-1,-1,11,6,6,5,35,1000000,yx#0.8,atk#2400,,,,,,,,,,,,,6230,,,,,,,,,26640,5760,6345,6230,1500,,,,
