id,name,fort_id,fort_finish,next,fort_final,lv,power,battle_id,monsterShow,monsterskin,battle_effect,battle_time,reward,gold,exp_partner,exp_player,dropbox_ids,dropbox_show,dropbox_id_activity,dropbox_show_activity,dropbox_id_activity2,dropbox_show_activity2,dropbox_id_activity3,dropbox_show_activity3,dropbox_id_activity4,dropbox_show_activity4,set_map,stage_img,tips_type,function_id
339,7,34,16,340,0,179,166280,100339,652003|652003|652003|652003|652003|652003,,,10,3#60600|1#31800|9#79200|4061#1,1#66,9#122,3#90,100339|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
340,8,34,16,341,0,180,167280,100340,653006|653005|651008|652003|652009|651001,,,10,3#60600|1#31800|9#79200|940002#20,1#66,9#122,3#90,100340|100999,940011|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
341,9,34,16,342,0,180,168280,100341,652010|652010|652010|652010|652010|652010,,,10,3#61200|1#32400|9#80400,1#67,9#123,3#90,100341|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
342,10,34,16,343,34,181,169280,100342,651002|651002|651002|651002|651002|651002,,,10,3#61200|1#32400|9#80400|1061#1,1#67,9#123,3#90,100342|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
343,1,35,16,344,0,181,0,100343,651007|651007|651007|651007|651007|651007,,,10,3#61200|1#32400|9#80400,1#67,9#123,3#90,100343|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
344,2,35,16,345,0,182,171280,100344,652005|652005|652005|652005|652005|652005,,,10,3#61200|1#32400|9#80400|2061#1,1#67,9#123,3#90,100344|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_20,,
345,3,35,16,346,0,182,172280,100345,652005|651007|651002|652010|653006|653005,,,10,3#61200|1#32400|9#80400|940002#20,1#67,9#123,3#90,100345|100999,940012|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_21,,
346,4,35,16,347,0,183,173280,100346,651007|651007|653002|653002|545002|545002,,,10,3#61800|1#32400|9#81600,1#67,9#123,3#91,100346|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_39,,
347,5,35,16,348,0,183,174280,100347,652005|652005|653001|651003|651010|652001,,,10,3#61800|1#32400|9#81600|3061#1,1#67,9#123,3#91,100347|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_40,,
348,6,35,16,349,0,184,175280,100348,653003|653003|653006|653006|653006|653006,,,10,3#61800|1#32400|9#81600,1#67,9#123,3#91,100348|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_19,,
349,7,35,16,350,0,184,176280,100349,652010|652010|651004|651004|651009|651009,,,10,3#61800|1#32400|9#81600|4061#1,1#67,9#123,3#91,100349|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_41,,
350,8,35,16,351,0,185,177280,100350,652002|652002|652004,,,10,3#61800|1#32400|9#81600|940002#20,1#67,9#123,3#91,100350|100999,940013|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_31_1,stage_img,,
351,9,35,16,352,0,185,179280,100351,651007|651009|651008|651009|652013|652001,,,10,3#62400|1#33000|9#82800,1#68,9#125,3#91,100351|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_18,,
352,10,35,16,353,35,187,181280,100352,651007|651007|651008|651008|651009|651009,,,10,3#62400|1#33000|9#82800|1062#1,1#68,9#125,3#91,100352|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_40,,
353,1,36,16,354,0,187,0,100353,651007|651009|651009|651009|651009|651009,,,10,3#62400|1#33000|9#82800,1#68,9#125,3#91,100353|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_16_1,stage_img_56,,
354,2,36,16,355,0,189,185280,100354,652001|652001|652001|652001|652001|652001,,,10,3#62400|1#33000|9#82800|2062#1,1#68,9#125,3#91,100354|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_35_1,stage_img_53,,
355,3,36,16,356,0,189,189280,100355,652001|651008|651009,,,10,3#62400|1#33000|9#82800|940002#20,1#68,9#125,3#91,100355|100999,940014|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_47,,
356,4,36,16,357,0,191,191280,100356,651007|651009|651008|651009|652013|652001,,,10,3#63000|1#33000|9#84000,1#69,9#127,3#92,100356|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_48,,
357,5,36,16,358,0,191,193280,100357,651008|651008|651008|651008|651008|651008,,,10,3#63000|1#33000|9#84000|3062#1,1#69,9#127,3#92,100357|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_49,,
358,6,36,16,359,0,193,193280,100358,651007|651007|651009|651009|652011|652011,,,10,3#63000|1#33000|9#84000,1#69,9#127,3#92,100358|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_57,,
359,7,36,16,360,0,193,197280,100359,651007|651007|652013|652011|652011|652011,,,10,3#63000|1#33000|9#84000|4062#1,1#69,9#127,3#92,100359|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_56,,
360,8,36,16,361,0,195,197280,100360,651007|652001|652011,,,10,3#63000|1#33000|9#84000|940002#20,1#69,9#127,3#92,100360|100999,940011|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_25,,
361,9,36,16,362,0,195,199280,100361,652010|652010|653001|653001|653002|653002,,,10,3#63600|1#33600|9#85200,1#70,9#129,3#92,100361|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
362,10,36,16,363,36,197,201280,100362,653003|652009|653002|653002|653002|653002,,,10,3#63600|1#33600|9#85200|1062#1,1#70,9#129,3#92,100362|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_28,,
363,1,37,16,364,0,197,0,100363,653003|653004|653004|653004|653004|653004,,,10,3#63600|1#33600|9#85200,1#70,9#129,3#92,100363|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_24,,
364,2,37,16,365,0,199,205280,100364,654013|654013|654013|654013|654013|654013,,,10,3#63600|1#33600|9#85200|2062#1,1#70,9#129,3#92,100364|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_25,,
365,3,37,16,366,0,199,209280,100365,653003|654013|652009,,,10,3#63600|1#33600|9#85200|940002#20,1#70,9#129,3#92,100365|100999,940012|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
366,4,37,16,367,0,201,211280,100366,653003|652010|653004|652009|654011|654012,,,10,3#64200|1#33600|9#86400,1#71,9#131,3#93,100366|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_27,,
367,5,37,16,368,0,201,213280,100367,653003|652009|653002|653002|654015|654015,,,10,3#64200|1#33600|9#86400|3062#1,1#71,9#131,3#93,100367|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_28,,
368,6,37,16,369,0,203,213280,100368,653003|652009|652009|652009|652009|654011,,,10,3#64200|1#33600|9#86400,1#71,9#131,3#93,100368|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_24,,
369,7,37,16,370,0,203,217280,100369,653003|654013|654011|654012|654012|654014,,,10,3#64200|1#33600|9#86400|4062#1,1#71,9#131,3#93,100369|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_25,,
370,8,37,16,371,0,205,217280,100370,653003|653004|654014,,,10,3#64200|1#33600|9#86400|940002#20,1#71,9#131,3#93,100370|100999,940013|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
371,9,37,16,372,0,205,219280,100371,651002|651001|651004|651011|651003|651001,,,10,3#64800|1#34200|9#87600,1#72,9#133,3#93,100371|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_27,,
372,10,37,16,373,37,207,221280,100372,651002|651012|651012|651012|651012|651012,,,10,3#64800|1#34200|9#87600|1062#1,1#72,9#133,3#93,100372|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_28,,
373,1,38,16,374,0,207,0,100373,651011|651011|651011|651011|651011|651011,,,10,3#64800|1#34200|9#87600,1#72,9#133,3#93,100373|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_2,,
374,2,38,16,375,0,209,225280,100374,651015|651015|651011|651011|651013|651013,,,10,3#64800|1#34200|9#87600|2062#1,1#72,9#133,3#93,100374|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
375,3,38,16,376,0,209,229280,100375,651004|651011|651012,,,10,3#64800|1#34200|9#87600|940002#20,1#72,9#133,3#93,100375|100999,940014|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
376,4,38,16,377,0,211,231280,100376,651002|651001|651001|651001|651001|651001,,,10,3#65400|1#34200|9#88800,1#73,9#135,3#94,100376|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_38,,
377,5,38,16,378,0,211,233280,100377,651006|651006|651006|651006|651006|651006,,,10,3#65400|1#34200|9#88800|3062#1,1#73,9#135,3#94,100377|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_50,,
378,6,38,16,379,0,213,233280,100378,651015|651015|651015|651015|651015|651015,,,10,3#65400|1#34200|9#88800,1#73,9#135,3#94,100378|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_52,,
379,7,38,16,380,0,213,237280,100379,651002|651002|651014|651014|651014|651014,,,10,3#65400|1#34200|9#88800|4062#1,1#73,9#135,3#94,100379|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
380,8,38,16,381,0,215,237280,100380,651006|651015|651013,,,10,3#65400|1#34200|9#88800|940002#20,1#73,9#135,3#94,100380|100999,940011|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
381,9,38,16,382,0,215,239280,100381,652005|653011|653013|652003|653012|652003,,,10,3#66000|1#34800|9#90000,1#74,9#137,3#94,100381|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_38,,
382,10,38,16,383,38,217,241280,100382,652007|652007|652007|652007|652007|652007,,,10,3#66000|1#34800|9#90000|1062#1,1#74,9#137,3#94,100382|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_35,,
383,1,39,16,384,0,217,0,100383,652005|652003|652005|652003|652003|652003,,,10,3#66000|1#34800|9#90000,1#74,9#137,3#94,100383|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_35,,
384,2,39,16,385,0,219,245280,100384,653011|653011|653011|653011|653011|653011,,,10,3#66000|1#34800|9#90000|2062#1,1#74,9#137,3#94,100384|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_32,,
385,3,39,16,386,0,219,249280,100385,653011|652003|652007,,,10,3#66000|1#34800|9#90000|940002#20,1#74,9#137,3#94,100385|100999,940012|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_33,,
386,4,39,16,387,0,221,251280,100386,653013|652005|653013|652005|652003|653011,,,10,3#66600|1#34800|9#91200,1#75,9#139,3#95,100386|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_34,,
387,5,39,16,388,0,221,253280,100387,653011|653011|652008|652008|652008|652008,,,10,3#66600|1#34800|9#91200|3062#1,1#75,9#139,3#95,100387|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_42,,
388,6,39,16,389,0,223,253280,100388,652005|653011|652005|653014|653014|653014,,,10,3#66600|1#34800|9#91200,1#75,9#139,3#95,100388|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_43,,
389,7,39,16,390,0,223,257280,100389,652004|652004|652004|652004|652004|652004,,,10,3#66600|1#34800|9#91200|4062#1,1#75,9#139,3#95,100389|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_44,,
390,8,39,16,391,0,225,257280,100390,652004|652008|653014,,,10,3#66600|1#34800|9#91200|940002#20,1#75,9#139,3#95,100390|100999,940013|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_45,,
391,9,39,16,392,0,225,259280,100391,655011|655011|653005|653005|655012|655012,,,10,3#67200|1#35400|9#92400,1#76,9#141,3#95,100391|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_46,,
392,10,39,16,393,0,227,261280,100392,655011|655011|655011|655011|655011|655011,,,10,3#67200|1#35400|9#92400|1062#1,1#76,9#141,3#95,100392|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_34_1,stage_img_42,,
393,11,39,16,394,0,227,265280,100393,655012|655012|655012|655012|655012|655012,,,10,3#67200|1#35400|9#92400,1#76,9#141,3#95,100393|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_34_1,stage_img_55,,
394,12,39,16,395,0,229,265280,100394,653005|653005|653005|653005|653005|653005,,,10,3#67200|1#35400|9#92400|2062#1,1#76,9#141,3#95,100394|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img_54,,
395,13,39,16,396,0,229,269280,100395,655011|653005|655012,,,10,3#67200|1#35400|9#92400|940002#20,1#76,9#141,3#95,100395|100999,940014|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img_7,,
396,14,39,16,397,39,231,271280,100396,656011|656011|653006|653006|656012|656012,,,10,3#67800|1#35400|9#93600,1#77,9#143,3#96,100396|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_30_1,stage_img_31,,
397,1,40,16,398,0,231,0,100397,656012|656012|656012|656012|656012|656012,,,10,3#67800|1#35400|9#93600|3062#1,1#77,9#143,3#96,100397|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_30_1,stage_img_29,,
398,2,40,16,399,0,233,273280,100398,653006|653006|653006|653006|653006|653006,,,10,3#67800|1#35400|9#93600,1#77,9#143,3#96,100398|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_30_1,stage_img_30,,
399,3,40,16,400,0,233,277280,100399,656011|656011|656011|656011|656011|656011,,,10,3#67800|1#35400|9#93600|4062#1,1#77,9#143,3#96,100399|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_9,,
400,4,40,16,401,0,235,277280,100400,656011|653006|656012,,,10,3#67800|1#35400|9#93600|940002#20,1#77,9#143,3#96,100400|100999,940011|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_21_1,stage_img_7,,
401,5,40,16,402,0,235,279280,100401,655011|653005|652004|653014|651006|651015,,,10,3#68400|1#36000|9#94800,1#78,9#145,3#96,100401|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_21_1,stage_img_54,,
402,6,40,16,403,0,237,281280,100402,656011|653006|652009|653004|651008|651009,,,10,3#68400|1#36000|9#94800|1062#1,1#78,9#145,3#96,100402|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_32_1,stage_img_55,,
403,7,40,16,404,0,237,285280,100403,655011|655011|655011|653006|653006|653006,,,10,3#68400|1#36000|9#94800,1#78,9#145,3#96,100403|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img_23,,
404,8,40,16,405,0,239,285280,100404,656011|656011|656011|653005|653005|653005,,,10,3#68400|1#36000|9#94800|2062#1,1#78,9#145,3#96,100404|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_31_1,stage_img,,
405,9,40,16,406,0,239,289280,100405,653003|651015|652001,,,10,3#68400|1#36000|9#94800|940002#20,1#78,9#145,3#96,100405|100999,940012|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_11,,
406,10,40,16,407,0,241,291280,100406,655011|652008|651003|651004|652007|653005,,,10,3#69000|1#36000|9#96000,1#79,9#147,3#97,100406|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_12,,
407,11,40,16,408,0,241,293280,100407,656011|654013|651008|651009|653002|653006,,,10,3#69000|1#36000|9#96000|3062#1,1#79,9#147,3#97,100407|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_13,,
408,12,40,16,409,0,243,293280,100408,653005|653005|653005|653005|653005|653005,,,10,3#69000|1#36000|9#96000,1#79,9#147,3#97,100408|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_14,,
409,13,40,16,410,0,243,297280,100409,656011|656011|656011|656011|656011|656011,,,10,3#69000|1#36000|9#96000|4062#1,1#79,9#147,3#97,100409|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_15,,
410,14,40,16,411,40,245,297280,100410,656011|653006|653005,,,10,3#69000|1#36000|9#96000|940002#20,1#79,9#147,3#97,100410|100999,940013|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_11,,
411,1,41,16,412,0,245,0,100411,752009|752009|752009|752009|752009|752009,,,10,3#69600|1#36600|9#96600,1#80,9#148,3#98,100411|100999,1062|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img_23,,
412,2,41,16,413,0,246,297280,100412,752005|752005|752005|752005|752005|752005,,,10,3#69600|1#36600|9#96600,1#80,9#148,3#98,100412|100999,2062|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_31_1,stage_img,,
413,3,41,16,414,0,247,297280,100413,752006|752006|752006|752006|752006|752006,,,10,3#69600|1#36600|9#96600,1#80,9#148,3#98,100413|100999,3062|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_11,,
414,4,41,16,415,0,248,297280,100414,752010|752010|752010|752010|752010|752010,,,10,3#69600|1#36600|9#96600,1#80,9#148,3#98,100414|100999,4062|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_12,,
415,5,41,16,416,0,249,297280,100415,752002|752002|752002|752002|752002|752002,,,10,3#69600|1#36600|9#96600|1063#1,1#80,9#148,3#98,100415|100999,940014|1062|2062|3062|4062|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_13,,
416,6,41,16,417,0,250,297280,100416,754005|754005|754005|754005|754005|754005,,,10,3#70200|1#36600|9#97200|2063#1,1#80,9#148,3#98,100416|100999,1062|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_14,,
417,7,41,16,418,0,251,297280,100417,754006|754006|754006|754006|754006|754006,,,10,3#70200|1#36600|9#97200|3063#1,1#80,9#148,3#98,100417|100999,2062|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_15,,
418,8,41,16,419,0,252,297280,100418,754001|754001|754001|754001|754001|754001,,,10,3#70200|1#36600|9#97200|4063#1,1#80,9#148,3#98,100418|100999,3062|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_11,,
419,9,41,16,420,0,253,297280,100419,754010|754010|754010|754010|754010|754010,,,10,3#70200|1#36600|9#97200,1#80,9#148,3#98,100419|100999,4062|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_27_1,stage_img_4,,
